URL link,Title,Date
https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vd3d3LmZvcmJlcy5jb20vc2l0ZXMvY29nbml0aXZld29ybGQvMjAxOS8xMS8yNC9pcy1haS1hLWpvYi1raWxsZXItb3Itam9iLWNyZWF0b3Iv0gEA?oc=5,Is AI A Job Killer Or Job Creator? - Forbes,2019-11-24
https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vZW50ZXJwcmlzZXJzcHJvamVjdC5jb20vYXJ0aWNsZS8yMDE5LzgvYWktYXJ0aWZpY2lhbC1pbnRlbGxpZ2VuY2UtY2FyZWVycy1zYWxhcmllcy03LXN0YXRpc3RpY3PSAQA?oc=5,AI careers and salaries: 7 telling statistics - The Enterprisers Project,2019-08-06
https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vd3d3LmRhdGFtYXRpb24uY29tL2FydGlmaWNpYWwtaW50ZWxsaWdlbmNlL2FydGlmaWNpYWwtaW50ZWxsaWdlbmNlLWpvYnMtaW4tMjAxOS_SAQA?oc=5,Artificial Intelligence Jobs in 2019 - Datamation,2019-07-19
https://news.google.com/rss/articles/CBMiSmh0dHBzOi8vd3d3LmRpY2UuY29tL2NhcmVlci1hZHZpY2UvYWdlaXNtLWRpc2NyaW1pbmF0aW9uLWFpLWVuYWJsZWQtaGlyaW5n0gEA?oc=5,"How A.I. Could Enable Ageism, Discrimination in Hiring - Dice Insights",2019-10-03
https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vbS5lY29ub21pY3RpbWVzLmNvbS9qb2JzL2FpLWhpcmluZy10b29scy1jYW4tYmUtanVzdC1hcy1iaWFzZWQtYXMtaHVtYW5zL2FydGljbGVzaG93LzcxNTEzNjc4LmNtc9IBbWh0dHBzOi8vbS5lY29ub21pY3RpbWVzLmNvbS9qb2JzL2FpLWhpcmluZy10b29scy1jYW4tYmUtanVzdC1hcy1iaWFzZWQtYXMtaHVtYW5zL2FtcF9hcnRpY2xlc2hvdy83MTUxMzY3OC5jbXM?oc=5,AI hiring tools can be Just as biased as humans - The Economic Times,2019-10-10
https://news.google.com/rss/articles/CBMiSGh0dHBzOi8vdGVjaGJlYWNvbi5jb20vZW50ZXJwcmlzZS1pdC93aWxsLWFpLXRha2UteW91ci1pdC1vcGVyYXRpb25zLWpvYtIBTGh0dHBzOi8vdGVjaGJlYWNvbi5jb20vZW50ZXJwcmlzZS1pdC93aWxsLWFpLXRha2UteW91ci1pdC1vcGVyYXRpb25zLWpvYj9hbXA?oc=5,Will AI take your IT operations job? - TechBeacon,2019-03-12
https://news.google.com/rss/articles/CBMia2h0dHBzOi8vd3d3LnRlY2h0YXJnZXQuY29tL3NlYXJjaGVudGVycHJpc2VhaS9mZWF0dXJlL0RlYmF0ZS1vdmVyLUFJLWluLXRoZS13b3JrZm9yY2UtcmVxdWlyZXMtYS1icm9hZC12aWV30gEA?oc=5,Debate over AI in the workforce requires a broad view - TechTarget,2019-01-28
https://news.google.com/rss/articles/CBMiSmh0dHBzOi8vd3d3LmV5LmNvbS9lbl9pbi90YXgvaG93LWFpLWFuZC1yb2JvdGljcy1tYXktY2hhbmdlLXRheC1qb2ItZHV0aWVz0gEA?oc=5,How AI and robotics may change tax job duties - YourCentralValley.com,2019-07-02
https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3LmNuYmMuY29tLzIwMTkvMDkvMjUvZmluYW5jZS1qb2JzLXJlcXVpcmluZy1haS1za2lsbHMtYXJlLWdyb3dpbmctYW5kLWhlcmUtYXJlLWV4YW1wbGVzLmh0bWzSAWtodHRwczovL3d3dy5jbmJjLmNvbS9hbXAvMjAxOS8wOS8yNS9maW5hbmNlLWpvYnMtcmVxdWlyaW5nLWFpLXNraWxscy1hcmUtZ3Jvd2luZy1hbmQtaGVyZS1hcmUtZXhhbXBsZXMuaHRtbA?oc=5,Finance jobs requiring A.I. skills increased 60% last year—here's what they look like - CNBC,2019-09-25
https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vd3d3LnZveC5jb20vcmVjb2RlLzIwMTkvMTIvMTIvMjA5OTM2NjUvYXJ0aWZpY2lhbC1pbnRlbGxpZ2VuY2UtYWktam9iLXNjcmVlbtIBAA?oc=5,Job recruiters are using AI in hiring - Vox.com,2019-12-12
