,URL link,Title,Date,Preprocessed Title,Value,Sentiment
0,https://news.google.com/rss/articles/CBMiT2h0dHBzOi8vbmV3cy5taWNyb3NvZnQuY29tLzIwMDQvMDgvMjMvdHVybmluZy1oaWdoLXNjaG9vbC1naXJscy1pbnRvLWRpZ2lnaXJsei_SAQA?oc=5,Turning High-School Girls into DigiGirlz - Stories - Microsoft,2004-08-23,turning high,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
1,https://news.google.com/rss/articles/CBMidGh0dHBzOi8vd3d3Lml0cHJvdG9kYXkuY29tL3NvZnR3YXJlLWRldmVsb3BtZW50L21pY3Jvc29mdC1tYWtlcy1sZW1vbmFkZS10aGUtZnV0dXJlLWxvb2tzLWJyaWdodC1zb2Z0d2FyZS1naWFudC1zYXlz0gEA?oc=5,"Microsoft Makes Lemonade: The Future Looks Bright, Software Giant Says - ITPro Today",2004-08-04,"microsoft make lemonade : future look bright , software giant say","{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}",Positive
2,https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3Lm1pY3Jvc29mdC5jb20vZW4tdXMvcmVzZWFyY2gvdmlkZW8vdGhlLW1pc2JlaGF2aW9yLW9mLW1hcmtldHMtYS1mcmFjdGFsLXZpZXctb2Ytcmlzay1ydWluLWFuZC1yZXR1cm4v0gEA?oc=5,"The (Mis)Behavior of Markets: A Fractal View of Risk, Ruin and Return - Microsoft",2004-08-23,"( mi ) behavior market : fractal view risk , ruin return","{'neg': 0.496, 'neu': 0.504, 'pos': 0.0, 'compound': -0.7096}",Negative
3,https://news.google.com/rss/articles/CBMikAFodHRwczovL3d3dy5pdHByb3RvZGF5LmNvbS9taWNyb3NvZnQtd2luZG93cy9taWNyb3NvZnQtb2ZmZXJzLXNlY29uZC13YXktdG8tYmxvY2std2luZG93cy14cC1zcDItZG93bmxvYWQtYXMtc2Nob29scy1idXNpbmVzc2VzLWJyYWNlLWZvci1pbXBhY3TSAQA?oc=5,"Microsoft Offers Second Way to Block Windows XP SP2 Download as Schools, Businesses Brace for Impact - ITPro Today",2004-08-23,"microsoft offer second way block window xp sp2 download school , business brace impact","{'neg': 0.176, 'neu': 0.667, 'pos': 0.158, 'compound': -0.0772}",Negative
