Unnamed: 0,URL Link,Date,Source,Source Link,Title,Description,Text to Process,Preprocessed Text,Value,Sentiment
0,https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vZW50ZXJwcmlzZXJzcHJvamVjdC5jb20vYXJ0aWNsZS8yMDE5LzkvYWktZXhwbGFpbmVkLXBsYWluLWVuZ2xpc2jSAQA?oc=5,2019-09-23,The Enterprisers Project,https://enterprisersproject.com,How to explain AI in plain English,What is artificial intelligence? How does AI work? What are the enterprise use cases? Here’s how to discuss the key issues in plain terms,How to explain AI in plain English What is artificial intelligence? How does AI work? What are the enterprise use cases? Here’s how to discuss the key issues in plain terms,explain ai plain english artificial intelligence ai work enterprise use case here discus key issue plain term,"{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4767}",Positive
1,https://news.google.com/rss/articles/CBMikAFodHRwczovL3d3dy5tY2tpbnNleS5jb20vY2FwYWJpbGl0aWVzL3F1YW50dW1ibGFjay9vdXItaW5zaWdodHMvdGhlLWFuYWx5dGljcy1hY2FkZW15LWJyaWRnaW5nLXRoZS1nYXAtYmV0d2Vlbi1odW1hbi1hbmQtYXJ0aWZpY2lhbC1pbnRlbGxpZ2VuY2XSAQA?oc=5,2019-09-25,McKinsey,https://www.mckinsey.com,The analytics academy: Bridging the gap between human and artificial intelligence,"As organizations rebuild their foundations to compete in the era of data and advanced analytics, in-house capability-building programs offer the best way to train workers up to the task.","The analytics academy: Bridging the gap between human and artificial intelligence As organizations rebuild their foundations to compete in the era of data and advanced analytics, in-house capability-building programs offer the best way to train workers up to the task.",analytics academy bridging gap human artificial intelligence organization rebuild foundation compete era data advanced analytics inhouse capabilitybuilding program offer best way train worker task,"{'neg': 0.0, 'neu': 0.693, 'pos': 0.307, 'compound': 0.8519}",Positive
2,https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vd2Fyb250aGVyb2Nrcy5jb20vMjAxOS8wOS90ZXJyb3Jpc3QtZ3JvdXBzLWFydGlmaWNpYWwtaW50ZWxsaWdlbmNlLWFuZC1raWxsZXItZHJvbmVzL9IBAA?oc=5,2019-09-24,War On The Rocks,https://warontherocks.com,"Terrorist Groups, Artificial Intelligence, and Killer Drones",Editor’s Note: This article was submitted in response to the call for ideas issued by the co-chairs of the National Security Commission on Artificial,"Terrorist Groups, Artificial Intelligence, and Killer Drones Editor’s Note: This article was submitted in response to the call for ideas issued by the co-chairs of the National Security Commission on Artificial",terrorist group artificial intelligence killer drone editor note article submitted response call idea issued cochairs national security commission artificial,"{'neg': 0.305, 'neu': 0.508, 'pos': 0.186, 'compound': -0.6705}",Negative
3,https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3LmNuYmMuY29tLzIwMTkvMDkvMjUvZmluYW5jZS1qb2JzLXJlcXVpcmluZy1haS1za2lsbHMtYXJlLWdyb3dpbmctYW5kLWhlcmUtYXJlLWV4YW1wbGVzLmh0bWzSAWtodHRwczovL3d3dy5jbmJjLmNvbS9hbXAvMjAxOS8wOS8yNS9maW5hbmNlLWpvYnMtcmVxdWlyaW5nLWFpLXNraWxscy1hcmUtZ3Jvd2luZy1hbmQtaGVyZS1hcmUtZXhhbXBsZXMuaHRtbA?oc=5,2019-09-25,CNBC,https://www.cnbc.com,Finance jobs requiring A.I. skills increased 60% last year—here's what they look like,Traditional banks and fintech start-ups alike are looking for workers skilled in artificial intelligence. Here are the pathways to getting in on this growing sector.,Finance jobs requiring A.I. skills increased 60% last year—here's what they look like Traditional banks and fintech start-ups alike are looking for workers skilled in artificial intelligence. Here are the pathways to getting in on this growing sector.,finance job requiring ai skill increased last yearhere look like traditional bank fintech startup alike looking worker skilled artificial intelligence pathway getting growing sector,"{'neg': 0.0, 'neu': 0.68, 'pos': 0.32, 'compound': 0.8126}",Positive
4,https://news.google.com/rss/articles/CBMiRGh0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vaG93LWFpLWlzLWNoYW5naW5nLWV2ZXJ5dGhpbmctMjAxOS030gEA?oc=5,2019-09-25,Business Insider,https://www.businessinsider.com,How AI is changing everything,"AI innovation is playing out across industries like healthcare, retail, consumer and enterprise technology, transportation, advertising, and media.g","How AI is changing everything AI innovation is playing out across industries like healthcare, retail, consumer and enterprise technology, transportation, advertising, and media.g",ai changing everything ai innovation playing across industry like healthcare retail consumer enterprise technology transportation advertising mediag,"{'neg': 0.0, 'neu': 0.67, 'pos': 0.33, 'compound': 0.7096}",Positive
5,https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LnNlYXR0bGV0aW1lcy5jb20vYnVzaW5lc3MvdGVjaG5vbG9neS9haS0xMDEtd2hhdC1pcy1hcnRpZmljaWFsLWludGVsbGlnZW5jZS1hbmQtd2hlcmUtaXMtaXQtZ29pbmcv0gEA?oc=5,2019-09-21,The Seattle Times,https://www.seattletimes.com,AI 101: What is artificial intelligence and where is it going?,"Artificial intelligence (AI) technology is quickly permeating every aspect of our lives. From Amazon's voice-activated Alexa to writing technology that helps managers craft job postings, it's in our hearts, homes and workplaces. Here's a primer on some of the concepts...","AI 101: What is artificial intelligence and where is it going? Artificial intelligence (AI) technology is quickly permeating every aspect of our lives. From Amazon's voice-activated Alexa to writing technology that helps managers craft job postings, it's in our hearts, homes and workplaces. Here's a primer on some of the concepts...",ai artificial intelligence going artificial intelligence ai technology quickly permeating every aspect life amazon voiceactivated alexa writing technology help manager craft job posting heart home workplace primer concept,"{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.8625}",Positive
6,https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vbmV3cy5jb3JuZWxsLmVkdS9zdG9yaWVzLzIwMTkvMDkvcHJvZmVzc29ycy1wZXJjZXB0cm9uLXBhdmVkLXdheS1haS02MC15ZWFycy10b28tc29vbtIBAA?oc=5,2019-09-25,Cornell Chronicle,https://news.cornell.edu,Professor's perceptron paved the way for AI – 60 years too soon | Cornell Chronicle,"As the Faculty of Computing and Information Science celebrates its 20th year, Frank Rosenblatt’s prescient research into artificial intelligence underscores Cornell’s pivotal role in computing history.","Professor's perceptron paved the way for AI – 60 years too soon | Cornell Chronicle As the Faculty of Computing and Information Science celebrates its 20th year, Frank Rosenblatt’s prescient research into artificial intelligence underscores Cornell’s pivotal role in computing history.",professor perceptron paved way ai year soon cornell chronicle faculty computing information science celebrates th year frank rosenblatts prescient research artificial intelligence underscore cornell pivotal role computing history,"{'neg': 0.0, 'neu': 0.793, 'pos': 0.207, 'compound': 0.7783}",Positive
7,https://news.google.com/rss/articles/CBMiMmh0dHBzOi8vdGhld2Vlay5jb20vYXJ0aWNsZXMvODY2MzM5L2xvc2Utam9iLXJvYm900gEA?oc=5,2019-09-22,The Week,https://theweek.com,Will you lose your job to a robot?,How bad will the coming robot apocalypse really be?,Will you lose your job to a robot? How bad will the coming robot apocalypse really be?,lose job robot bad coming robot apocalypse really,"{'neg': 0.508, 'neu': 0.492, 'pos': 0.0, 'compound': -0.7351}",Negative
8,https://news.google.com/rss/articles/CBMihwFodHRwczovL3d3dy5tYXJrZXR3YXRjaC5jb20vc3RvcnkvbWFyaWEtYmFydGlyb21vLXRhbGtzLWFydGlmaWNpYWwtaW50ZWxsaWdlbmNlLXRoZS1kb3QtY29tLWNyYXNoLWFuZC13aHktc2hlbGwtbmV2ZXItcmV0aXJlLTIwMTktMDktMjDSAYsBaHR0cHM6Ly93d3cubWFya2V0d2F0Y2guY29tL2FtcC9zdG9yeS9tYXJpYS1iYXJ0aXJvbW8tdGFsa3MtYXJ0aWZpY2lhbC1pbnRlbGxpZ2VuY2UtdGhlLWRvdC1jb20tY3Jhc2gtYW5kLXdoeS1zaGVsbC1uZXZlci1yZXRpcmUtMjAxOS0wOS0yMA?oc=5,2019-09-22,MarketWatch,https://www.marketwatch.com,"Maria Bartiromo talks artificial intelligence, the dot","The Fox Business anchor says A.I. can be lifesaving, but also ‘job killing’","Maria Bartiromo talks artificial intelligence, the dot The Fox Business anchor says A.I. can be lifesaving, but also ‘job killing’",maria bartiromo talk artificial intelligence dot fox business anchor say ai lifesaving also job killing,"{'neg': 0.215, 'neu': 0.634, 'pos': 0.151, 'compound': -0.3182}",Negative
9,https://news.google.com/rss/articles/CBMinQFodHRwczovL25ld3MubWljcm9zb2Z0LmNvbS9hcGFjLzIwMTkvMDkvMjMvaGlnaGVyLWVkdWNhdGlvbi1pbnN0aXR1dGlvbnMtaW4tYXNpYS1wYWNpZmljLXN0YW5kLXRvLWRvdWJsZS10aGUtcmF0ZS1vZi1pbm5vdmF0aW9uLXdpdGgtYXJ0aWZpY2lhbC1pbnRlbGxpZ2VuY2Uv0gEA?oc=5,2019-09-23,Microsoft,https://news.microsoft.com,Higher Education Institutions in Asia Pacific Stand to Double the Rate of Innovation with Artificial Intelligence,"Microsoft Asia and IDC Asia/Pacific today unveiled the latest findings for the study, “Future-Ready Skills: Assessing APAC Education Sector’s Use of AI” to Education leaders at the Asian Summit on Education and Skills (ASES) Institutions today that have implemented AI in their processes expect to see close to 4 times increased funding by 2021 However, […]","Higher Education Institutions in Asia Pacific Stand to Double the Rate of Innovation with Artificial Intelligence Microsoft Asia and IDC Asia/Pacific today unveiled the latest findings for the study, “Future-Ready Skills: Assessing APAC Education Sector’s Use of AI” to Education leaders at the Asian Summit on Education and Skills (ASES) Institutions today that have implemented AI in their processes expect to see close to 4 times increased funding by 2021 However, […]",higher education institution asia pacific stand double rate innovation artificial intelligence microsoft asia idc asiapacific today unveiled latest finding study futureready skill assessing apac education sector use ai education leader asian summit education skill as institution today implemented ai process expect see close time increased funding however,"{'neg': 0.0, 'neu': 0.849, 'pos': 0.151, 'compound': 0.7783}",Positive
