Unnamed: 0,URL Link,Date,Source,Source Link,Title,Description,Text to Process,Preprocessed Text,Value,Sentiment
0,https://news.google.com/rss/articles/CBMiU2h0dHBzOi8vd3d3LmZpbmV4dHJhLmNvbS9uZXdzYXJ0aWNsZS8zNDY4MC9haS13aWxsLW5vdC1iZS1qb2Ita2lsbGVyLS0taWJtLXJlc2VhcmNo0gEA?oc=5,2019-11-01,Finextra,https://www.finextra.com,AI will not be job killer,"Contrary to the conventional wisdom, new technologies such as AI will actually kill off few jobs, according to research from the MIT-IBM Watson AI Lab.","AI will not be job killer Contrary to the conventional wisdom, new technologies such as AI will actually kill off few jobs, according to research from the MIT-IBM Watson AI Lab.",ai job killer contrary conventional wisdom new technology ai actually kill job according research mitibm watson ai lab,"{'neg': 0.328, 'neu': 0.547, 'pos': 0.124, 'compound': -0.765}",Negative
1,https://news.google.com/rss/articles/CBMiYGh0dHBzOi8vd3d3LnNpbGljb24uY28udWsvZS1pbm5vdmF0aW9uL2FydGlmaWNpYWwtaW50ZWxsaWdlbmNlL2dvb2dsZS1kaXNiYW5kcy1haS1jb3VuY2lsLTI0MzY0N9IBZGh0dHBzOi8vd3d3LnNpbGljb24uY28udWsvZS1pbm5vdmF0aW9uL2FydGlmaWNpYWwtaW50ZWxsaWdlbmNlL2dvb2dsZS1kaXNiYW5kcy1haS1jb3VuY2lsLTI0MzY0Ny9hbXA?oc=5,2019-11-05,Silicon UK,https://www.silicon.co.uk,Google Disbands AI Advisory Council,That lasted long. Google pulls the plug on AI council over concern of a couple of its female members,Google Disbands AI Advisory Council That lasted long. Google pulls the plug on AI council over concern of a couple of its female members,google disbands ai advisory council lasted long google pull plug ai council concern couple female member,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
2,https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vd3d3LnBicy5vcmcvd2diaC9mcm9udGxpbmUvYXJ0aWNsZS9hcnRpZmljaWFsLWludGVsbGlnZW5jZS1hbGdvcml0aG1pYy1iaWFzLXdoYXQteW91LXNob3VsZC1rbm93L9IBAA?oc=5,2019-11-05,PBS,https://www.pbs.org,Artificial Intelligence Can Be Biased. Here's What You Should Know.,Artificial intelligence has already started to shape our lives in ubiquitous and occasionally invisible ways. A researcher in algorithmic bias talks to FRONTLINE about what she thinks the public needs to know about these systems.,Artificial Intelligence Can Be Biased. Here's What You Should Know. Artificial intelligence has already started to shape our lives in ubiquitous and occasionally invisible ways. A researcher in algorithmic bias talks to FRONTLINE about what she thinks the public needs to know about these systems.,artificial intelligence biased know artificial intelligence already started shape life ubiquitous occasionally invisible way researcher algorithmic bias talk frontline think public need know system,"{'neg': 0.118, 'neu': 0.673, 'pos': 0.209, 'compound': 0.5719}",Positive
3,https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vaGJyLm9yZy8yMDE5LzExL2FzLWpvYnMtYXJlLWF1dG9tYXRlZC13aWxsLW1lbi1hbmQtd29tZW4tYmUtYWZmZWN0ZWQtZXF1YWxsedIBAA?oc=5,2019-11-01,HBR.org Daily,https://hbr.org,"As Jobs Are Automated, Will Men and Women Be Affected Equally?","What will work look like for the next generation of women, especially as more of their roles are being automated — or even replaced — by artificial intelligence (AI)? And how can leaders ensure that AI does not lead to gender bias in their organizations? Recent research is beginning to answer these questions, and the outlook is mixed: on the one hand, women may be spared from the job disruptions men will face in the longer-term. On the other, the lack of gender diversity in AI-related jobs could be reflected in the tools that are created, affecting whether women are hired or promoted. Employers should be thinking about this job re-distribution in advance, to help ensure that a wave of redundancies following technological change does not lead to a sudden worsening in organizational gender balance.","As Jobs Are Automated, Will Men and Women Be Affected Equally? What will work look like for the next generation of women, especially as more of their roles are being automated — or even replaced — by artificial intelligence (AI)? And how can leaders ensure that AI does not lead to gender bias in their organizations? Recent research is beginning to answer these questions, and the outlook is mixed: on the one hand, women may be spared from the job disruptions men will face in the longer-term. On the other, the lack of gender diversity in AI-related jobs could be reflected in the tools that are created, affecting whether women are hired or promoted. Employers should be thinking about this job re-distribution in advance, to help ensure that a wave of redundancies following technological change does not lead to a sudden worsening in organizational gender balance.",job automated men woman affected equally work look like next generation woman especially role automated even replaced artificial intelligence ai leader ensure ai lead gender bias organization recent research beginning answer question outlook mixed one hand woman may spared job disruption men face longerterm lack gender diversity airelated job could reflected tool created affecting whether woman hired promoted employer thinking job redistribution advance help ensure wave redundancy following technological change lead sudden worsening organizational gender balance,"{'neg': 0.113, 'neu': 0.661, 'pos': 0.226, 'compound': 0.8934}",Positive
4,https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vY2FyZGlvdmFzY3VsYXJidXNpbmVzcy5jb20vdG9waWNzL2FydGlmaWNpYWwtaW50ZWxsaWdlbmNlL2hvdy1haS13aWxsLWltcGFjdC1oZWFsdGhjYXJlLXdvcmtmb3JjZdIBAA?oc=5,2019-11-04,Cardiovascular Business,https://cardiovascularbusiness.com,How AI Will Impact the Healthcare Workforce,The American Hospital Association predicts how hospitals will operate when AI and machine learning are on board.,How AI Will Impact the Healthcare Workforce The American Hospital Association predicts how hospitals will operate when AI and machine learning are on board.,ai impact healthcare workforce american hospital association predicts hospital operate ai machine learning board,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
5,https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vYnVpbHRpbi5jb20vYXJ0aWZpY2lhbC1pbnRlbGxpZ2VuY2UvZGVzaWduaW5nLWFpLXdpdGgtaHVtYW4tdG91Y2jSAQA?oc=5,2019-11-05,Built In,https://builtin.com,How Humility Helps AI Work Better With Human Users,Making AI smarter is just the first step. Getting users to like it can be just as important.,How Humility Helps AI Work Better With Human Users Making AI smarter is just the first step. Getting users to like it can be just as important.,humility help ai work better human user making ai smarter first step getting user like important,"{'neg': 0.0, 'neu': 0.46, 'pos': 0.54, 'compound': 0.8979}",Positive
6,https://news.google.com/rss/articles/CBMiO2h0dHBzOi8vd3d3LmNhdGFseXN0Lm9yZy9yZXNlYXJjaC93b21lbi1mdXR1cmUtd29yay1yZXBvcnQv0gEA?oc=5,2019-11-05,Catalyst,https://www.catalyst.org,Women and the Future of Work (Report),Catalyst's new report on the future of work and women examines how to reimagine diversity and inclusion for the 21st century.,Women and the Future of Work (Report) Catalyst's new report on the future of work and women examines how to reimagine diversity and inclusion for the 21st century.,woman future work report catalyst new report future work woman examines reimagine diversity inclusion st century,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
7,https://news.google.com/rss/articles/CBMia2h0dHBzOi8vd3d3LmM0aXNybmV0LmNvbS9hcnRpZmljaWFsLWludGVsbGlnZW5jZS8yMDE5LzExLzA0LzUtY29uY2VybnMtdGhlLXVzLW11c3QtdGFja2xlLXRvLWNvbXBldGUtaW4tYWkv0gEA?oc=5,2019-11-04,C4ISRNET,https://www.c4isrnet.com,5 concerns the US must tackle to compete in AI,The National Security Commission on Artificial Intelligence hopes to roll its recommendations into congressional budgets as time goes on.,5 concerns the US must tackle to compete in AI The National Security Commission on Artificial Intelligence hopes to roll its recommendations into congressional budgets as time goes on.,concern u must tackle compete ai national security commission artificial intelligence hope roll recommendation congressional budget time go,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.8126}",Positive
8,https://news.google.com/rss/articles/CBMiYGh0dHBzOi8vcmVzdGF1cmFudGJ1c2luZXNzb25saW5lLmNvbS9maW5hbmNpbmcvYXJ0aWZpY2lhbC1pbnRlbGxpZ2VuY2UtdGFrZXMtaG9sZC11cy1yZXN0YXVyYW50c9IBAA?oc=5,2019-11-01,Restaurant Business Online,https://restaurantbusinessonline.com,Artificial intelligence takes hold at U.S. restaurants,Working Lunch: The podcast from Align Public Strategies also delves into an idea to eliminate taxes on tips as well as developments in Ohio and Massachusetts. ,Artificial intelligence takes hold at U.S. restaurants Working Lunch: The podcast from Align Public Strategies also delves into an idea to eliminate taxes on tips as well as developments in Ohio and Massachusetts. ,artificial intelligence take hold u restaurant working lunch podcast align public strategy also delf idea eliminate tax tip well development ohio massachusetts,"{'neg': 0.0, 'neu': 0.785, 'pos': 0.215, 'compound': 0.6369}",Positive
9,https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3Lm1pY3Jvc29mdC5jb20vZW4tdXMvbWljcm9zb2Z0LTM2NS9ibG9nLzIwMTkvMTEvMDQvYWktY29ydGFuYS1taWNyb3NvZnQtMzY1LXBlb3BsZS1hdC10aGUtY2VudGVyL9IBAA?oc=5,2019-11-04,Microsoft,https://www.microsoft.com,AI and Cortana in Microsoft 365 put people at the center,"At Ignite 2019, Microsoft announced AI and Cortana features in Microsoft 365 that empower people to be more productive on the go.","AI and Cortana in Microsoft 365 put people at the center At Ignite 2019, Microsoft announced AI and Cortana features in Microsoft 365 that empower people to be more productive on the go.",ai cortana microsoft put people center ignite microsoft announced ai cortana feature microsoft empower people productive go,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
