URL link,Title,Date,Source,Source Link,description,keywords,og:description,twitter:description,@context,@type,mainEntityOfPage,headline,image,datePublished,dateModified,author,publisher,name,dateCreated,article:section,article:summary,article text,url,potentialAction,articleBody,wordcount,video,itemListElement,@graph,@id,copyrightYear,articleSection,sourceOrganization,copyrightHolder,logo,email,sameAs
https://news.google.com/rss/articles/CBMiowFodHRwczovL3d3dy5jb2UuaW50L2ZyL3dlYi9hcnRpZmljaWFsLWludGVsbGlnZW5jZS8tL2FydGlmaWNpYWwtaW50ZWxsaWdlbmNlLWEtbmV3LXBvcnRhbC10by1wcm9tb3RlLWdsb2JhbC1jb29wZXJhdGlvbi1sYXVuY2hlZC13aXRoLTgtaW50ZXJuYXRpb25hbC1vcmdhbmlzYXRpb25z0gEA?oc=5,Intelligence artificielle – Huit organisations internationales lancent un nouveau portail pour promouvoir la coopération ... - The Council of Europe,2021-09-13,The Council of Europe,https://www.coe.int,Dernières nouvelles du Conseil de l’Europe en lien avec le sujet de l’IA,"newsroom,ai,news,dg1 droits de l'homme et etat de droit,public,division centrale dg1,compulsory,general, actualités, ia, conseil de l’europe",Dernières nouvelles du Conseil de l’Europe en lien avec le sujet de l’IA, Strasbourg 14/09/2021,https://schema.org,WebPage,"{'@type': 'WebPage', '@id': 'https://www.coe.int/fr/web/artificial-intelligence/-/artificial-intelligence-a-new-portal-to-promote-global-cooperation-launched-with-8-international-organisations'}",Intelligence artificielle – Huit organisations internationales lancent un nouveau portail pour promouvoir la coopération mondiale,"{'@type': 'ImageObject', 'url': 'https://www.coe.int/documents/40452431/43029712/GPAI.png/6c7bd11b-8cca-1012-7558-2d5018cbe7a8', 'height': 489, 'width': 870}",2021-09-13T15:48:00+00:00,2024-05-17,"{'@type': 'Organization', 'name': 'Council of Europe'}","{'@type': 'Organization', 'name': 'Council of Europe', 'logo': {'@type': 'ImageObject', 'url': 'https://static.coe.int/pics/logos/desktop/logo-coe-google-news.png', 'width': 78, 'height': 60}}",Actualité,2018-11-28,N/A,N/A,"

Strasbourg
14/09/2021


                Diminuer la taille du texte
            

                Augmenter la taille du texte
            

                Imprimer la page
            





Le 14 septembre 2021, huit organisations internationales ont uni leurs efforts pour lancer un nouveau portail visant à promouvoir la coopération mondiale en matière d’intelligence artificielle (IA). Ce portail constitue une source unique pour les données, les résultats de la recherche, les cas d’utilisation et les meilleures pratiques en matière de gouvernance de l’IA.
Le portail a pour objectif d’aider les décideurs politiques et le grand public à se retrouver dans le paysage international de la gouvernance de l’IA. Il permet d’accéder aux outils et informations nécessaires, tels que les données, la recherche, les cas d’utilisation et les meilleures pratiques, pour promouvoir l’utilisation responsable d’une IA digne de confiance et fondée sur les droits de l’homme aux niveaux mondial, national et local.
Les principaux partenaires de cette initiative conjointe sont le Conseil de l’Europe, la Commission européenne, l’Agence des droits fondamentaux de l’Union européenne, la Banque interaméricaine de développement, l’Organisation de coopération et de développement économiques (OCDE), l’Organisation des Nations Unies (ONU), l’Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO) et le Groupe de la Banque mondiale.
Accéder au portail : https://globalpolicy.ai/fr/
Liens utiles :

           Travail en cours au Conseil de l'Europe sur l'IA
           Nos webinaires sur l'IA et les autres technologies numériques

",,,,,,,,,,,,,,,
https://news.google.com/rss/articles/CBMi8AFodHRwczovL3d3dy5lLWNhbmNlci5mci9QcmVzc2UvRG9zc2llcnMtZXQtY29tbXVuaXF1ZXMtZGUtcHJlc3NlL0NyZWF0aW9uLWRlLWwtYXNzb2NpYXRpb24tRmlsaWVyZS1JbnRlbGxpZ2VuY2UtQXJ0aWZpY2llbGxlLWV0LUNhbmNlci11bi1wYXJ0ZW5hcmlhdC1wdWJsaWMtcHJpdmUtbm92YXRldXItcG91ci1hY2NlbGVyZXItbC1pbm5vdmF0aW9uLWV0LWxhLXJlY2hlcmNoZS1hdS1iZW5lZmljZS1kZXMtcGF0aWVudHPSAQA?oc=5,Création de l'association « Filière Intelligence Artificielle et Cancer » : un partenariat public/privé novateur pour ... - Institut National Du Cancer,2021-09-14,Institut National Du Cancer,https://www.e-cancer.fr,Création de l’association « Filière Intelligence Artificielle et Cancer » : un partenariat public/privé novateur pour accélérer l’innovation et la recherche au bénéfice des patients - L’innovation thérapeutique doit sans cesse être s,N/A,N/A,N/A,http://schema.org,WebSite,,,,,,,,,,N/A,N/A,N/A,http://www.e-cancer.fr/,"{'@type': 'SearchAction', 'target': 'http://www.e-cancer.fr/content/search?SearchText={search_term_string}', 'query-input': 'required name=search_term_string'}",,,,,,,,,,,,,
https://news.google.com/rss/articles/CBMikQFodHRwczovL3d3dy5mcmFuY2V0dmluZm8uZnIvZWNvbm9taWUvZW1wbG9pL3JlY2hlcmNoZS1kLWVtcGxvaS9yZWNydXRlbWVudC9jaGluZS1sLWludGVsbGlnZW5jZS1hcnRpZmljaWVsbGUtYXUtY29ldXItZHUtcmVjcnV0ZW1lbnRfNDc3MTMzNy5odG1s0gEA?oc=5,Chine : l'intelligence artificielle au cœur du recrutement - franceinfo,2021-09-14,franceinfo,https://www.francetvinfo.fr,"L'intelligence artificielle fait fureur en Chine, notamment dans le domaine du recrutement en entreprise, où elle est de plus en plus utilisée. Mais comment détecter un bon candidat avec cette méthode ? Enquête.","Chine, Recrutement, Recherche d'emploi, Monde, Emploi, Éco / Conso","L'intelligence artificielle fait fureur en Chine, notamment dans le domaine du recrutement en entreprise, où elle est de plus en plus utilisée. Mais comment détecter un bon candidat avec cette méthode ? Enquête.","L'intelligence artificielle fait fureur en Chine, notamment dans le domaine du recrutement en entreprise, où elle est de plus en plus utilisée. Mais comment détecter un bon candidat avec cette méthode ? Enquête.",https://schema.org,BreadcrumbList,"{'@context': 'https://schema.org', '@type': 'WebPage', '@id': 'https://www.francetvinfo.fr/economie/emploi/recherche-d-emploi/recrutement/chine-l-intelligence-artificielle-au-coeur-du-recrutement_4771337.html'}",Chine : l'intelligence artificielle au cœur du recrutement,"[{'name': ""L'intelligence artificielle fait fureur en Chine, notamment dans le domaine du recrutement en entreprise, où elle est de plus en plus utilisée. Mais comment détecter un bon candidat avec cette méthode ? Enquête."", 'author': 'France 2', 'datePublished': '2021-09-14T22:18:15+02:00', '@context': 'https://schema.org', '@type': 'ImageObject', 'url': 'https://www.francetvinfo.fr/pictures/5VHfkFmNTfqzi25HdrPC7MNLZMo/1200x675/2021/09/14/phpIlolOd.png', 'contentUrl': 'https://www.francetvinfo.fr/pictures/5VHfkFmNTfqzi25HdrPC7MNLZMo/1200x675/2021/09/14/phpIlolOd.png', 'width': {'@type': 'QuantitativeValue', 'value': '1200'}, 'height': {'@type': 'QuantitativeValue', 'value': '675'}}, {'name': ""L'intelligence artificielle fait fureur en Chine, notamment dans le domaine du recrutement en entreprise, où elle est de plus en plus utilisée. Mais comment détecter un bon candidat avec cette méthode ? Enquête."", 'author': 'France 2', 'datePublished': '2021-09-14T22:18:15+02:00', '@context': 'https://schema.org', '@type': 'ImageObject', 'url': 'https://www.francetvinfo.fr/pictures/ozv6Eq8n8itnYG6o40TFbYNarUk/1200x1200/2021/09/14/phpIlolOd.png', 'contentUrl': 'https://www.francetvinfo.fr/pictures/ozv6Eq8n8itnYG6o40TFbYNarUk/1200x1200/2021/09/14/phpIlolOd.png', 'width': {'@type': 'QuantitativeValue', 'value': '1200'}, 'height': {'@type': 'QuantitativeValue', 'value': '1200'}}, {'name': ""L'intelligence artificielle fait fureur en Chine, notamment dans le domaine du recrutement en entreprise, où elle est de plus en plus utilisée. Mais comment détecter un bon candidat avec cette méthode ? Enquête."", 'author': 'France 2', 'datePublished': '2021-09-14T22:18:15+02:00', '@context': 'https://schema.org', '@type': 'ImageObject', 'url': 'https://www.francetvinfo.fr/pictures/pGpcyBhVEidQdnQ0XdJSe7TXidY/1200x900/2021/09/14/phpIlolOd.png', 'contentUrl': 'https://www.francetvinfo.fr/pictures/pGpcyBhVEidQdnQ0XdJSe7TXidY/1200x900/2021/09/14/phpIlolOd.png', 'width': {'@type': 'QuantitativeValue', 'value': '1200'}, 'height': {'@type': 'QuantitativeValue', 'value': '900'}}]",2021-09-14T22:18:15+02:00,2021-09-14T22:18:15+02:00,"{'@context': 'https://schema.org', '@type': 'Person', 'jobTitle': 'journaliste', 'givenName': 'France', 'familyName': '2', 'name': 'France 2', 'url': 'https://www.francetvinfo.fr/redaction/france-2/'}","{'@context': 'https://schema.org', '@type': 'Organization', 'name': 'Franceinfo', 'logo': {'@context': 'https://schema.org', '@type': 'ImageObject', 'url': 'https://www.francetvinfo.fr/assets/common/images/logos/logo-0659b2d2.png', 'contentUrl': 'https://www.francetvinfo.fr/assets/common/images/logos/logo-0659b2d2.png', 'width': {'@type': 'QuantitativeValue', 'value': '366'}, 'height': {'@type': 'QuantitativeValue', 'value': '60'}}, 'sameAs': ['https://www.facebook.com/franceinfo', 'https://twitter.com/franceinfo', 'https://www.youtube.com/user/franceinfo', 'https://www.instagram.com/franceinfo/', 'https://www.snapchat.com/add/franceinfo']}",,,N/A,N/A,"


                                  Cet article date de plus de deux ans.
      



  
  Chine : l'intelligence artificielle au cœur du recrutement




    Publié le 14/09/2021 22:18




    Durée de la vidéo :     2 min
  










    Chine : l'intelligence artificielle au cœur du recrutement
          Chine : l'intelligence artificielle au cœur du recrutement
(France 2)










Article rédigé par 
France 2

                   - A. Miguet, G. Caron, J. Xiong, A. Cao




                    
                                          
                    
          
          
          
          
                    
          France Télévisions
        











          JT de 20h
        

France 2





L'intelligence artificielle fait fureur en Chine, notamment dans le domaine du recrutement en entreprise, où elle est de plus en plus utilisée. Mais comment détecter un bon candidat avec cette méthode ? Enquête.

Dans la ville de Canton (Chine), He Anqi s'apprête à passer un entretien d'embauche qui devient de plus en plus commun en Chine. L'étudiante de 20 ans ne se retrouve pas face à un humain, mais face à une intelligence artificielle, affichée sur une tablette. La méthode surprend tout de même. ""Je ne connais pas vraiment le système. Il n'y a personne en face de moi"", explique-t-elle. Un entretien sans lien humain, mais qui devient la norme dans une Chine en avance sur son temps.
Les ressources humaines aidées par les intelligences artificielles
Direction Shanghai (Chine), dans une société qui génère ces systèmes utilisés par de nombreuses entreprises. La tonalité, l'intensité et l'expression orale sont parmi les facteurs pris en compte par l'intelligence artificielle. Pour les multinationales, il s'agit surtout d'un gain de temps énorme. ""Sans l'intelligence artificielle, il nous fallait mobiliser des centaines de collègues pendant plus d'un mois. Maintenant, le recrutement ne prend plus que deux semaines"", explique Ada Fang, DRH de la société ""Mars"" Chine. Une avancée technologique qui se démocratise.



Voir les commentaires


Partager : l'article sur les réseaux sociaux









































L’actu à 18h30
Tous les soirs, recevez l’essentiel de l’actualité








Votre adresse e-mail






s'inscrire




Merci ! 
          Votre inscription est bien prise en compte.
        





Découvrez nos newsletters





        France Télévisions collecte votre adresse e-mail pour vous adresser la newsletter ""L’actu à 18h30"". À tout moment, vous pouvez vous désinscrire via le lien en bas de ces newsletters. Pour en savoir plus, consultez notre
        politique de confidentialité.
      





les mots-clés associés à cet article
    



        Chine
    



        Recrutement
    



        Recherche d'emploi
    



        Monde
    



        Emploi
    



        Éco / Conso
    



",https://www.francetvinfo.fr/economie/emploi/recherche-d-emploi/recrutement/chine-l-intelligence-artificielle-au-coeur-du-recrutement_4771337.html,,"Dans la ville de Canton (Chine), He Anqi s'apprête à passer un entretien d'embauche qui devient de plus en plus commun en Chine. L'étudiante de 20 ans ne se retrouve pas face à un humain, mais face à une intelligence artificielle, affichée sur une tablette. La méthode surprend tout de même. ""Je ne connais pas vraiment le système. Il n'y a personne en face de moi"", explique-t-elle. Un entretien sans lien humain, mais qui devient la norme dans une Chine en avance sur son temps.Les ressources humaines aidées par les intelligences artificiellesDirection Shanghai (Chine), dans une société qui génère ces systèmes utilisés par de nombreuses entreprises. La tonalité, l'intensité et l'expression orale sont parmi les facteurs pris en compte par l'intelligence artificielle. Pour les multinationales, il s'agit surtout d'un gain de temps énorme. ""Sans l'intelligence artificielle, il nous fallait mobiliser des centaines de collègues pendant plus d'un mois. Maintenant, le recrutement ne prend plus que deux semaines"", explique Ada Fang, DRH de la société ""Mars"" Chine. Une avancée technologique qui se démocratise.",185.0,"{'@context': 'https://schema.org', '@type': 'VideoObject', 'name': ""Chine : l'intelligence artificielle au cœur du recrutement"", 'description': ""Chine : l'intelligence artificielle au cœur du recrutement"", 'uploadDate': '2021-09-14T21:57:04+02:00', 'duration': 'PT02M30S', 'embedUrl': 'https://embedftv-a.akamaihd.net/?ue=01e28c0390e33a219b04672ba28455f3', 'thumbnailUrl': 'https://www.francetvinfo.fr/pictures/DxUIfGTMdFWGt7gihr39vBjDG9E/1200x675/2021/09/14/eltVideoWs-523557-6140fe9003c69.jpeg', 'publisher': {'@context': 'https://schema.org', '@type': 'Organization', 'name': 'Franceinfo', 'logo': {'@context': 'https://schema.org', '@type': 'ImageObject', 'url': 'https://www.francetvinfo.fr/assets/common/images/logos/logo-0659b2d2.png', 'contentUrl': 'https://www.francetvinfo.fr/assets/common/images/logos/logo-0659b2d2.png', 'width': {'@type': 'QuantitativeValue', 'value': '366'}, 'height': {'@type': 'QuantitativeValue', 'value': '60'}}, 'sameAs': ['https://www.facebook.com/franceinfo', 'https://twitter.com/franceinfo', 'https://www.youtube.com/user/franceinfo', 'https://www.instagram.com/franceinfo/', 'https://www.snapchat.com/add/franceinfo']}}","[{'@type': 'ListItem', 'name': 'Éco / Conso', 'position': 1, 'item': 'https://www.francetvinfo.fr/economie/'}, {'@type': 'ListItem', 'name': 'Emploi', 'position': 2, 'item': 'https://www.francetvinfo.fr/economie/emploi/'}, {'@type': 'ListItem', 'name': ""Recherche d'emploi"", 'position': 3, 'item': 'https://www.francetvinfo.fr/economie/emploi/recherche-d-emploi/'}, {'@type': 'ListItem', 'name': 'Recrutement', 'position': 4, 'item': 'https://www.francetvinfo.fr/economie/emploi/recherche-d-emploi/recrutement/'}]",,,,,,,,,
