URL link,Title,Date,Source,Source Link,description,keywords,og:description,twitter:description,@context,@graph,@type,video,article:section,article:summary,article text,mainEntityOfPage,headline,image,dateModified,datePublished,about,publisher,author
https://news.google.com/rss/articles/CBMijwFodHRwczovL3d3dy5taWNyb3NvZnQuY29tL2RlLWRlL21pY3Jvc29mdC0zNjUvYmxvZy8yMDE4LzA1LzIxL3NoYXJlcG9pbnQtaW5ub3ZhdGlvbnMtdHJhbnNmb3JtLWNvbnRlbnQtY29sbGFib3JhdGlvbi13aXRoLW1peGVkLXJlYWxpdHktYW5kLWFpL9IBAA?oc=5,Neu in SharePoint – Mixed Reality und künstliche Intelligenz (KI) revolutionieren die Zusammenarbeit im Team - Microsoft,2018-05-21,Microsoft,https://www.microsoft.com,SharePoint spaces and other innovations announced today mainstream mixed reality and AI to transform content collaboration for the modern workplace.,N/A,SharePoint spaces and other innovations announced today mainstream mixed reality and AI to transform content collaboration for the modern workplace.,N/A,http://schema.org,"[{'@type': 'Article', '@id': 'https://www.microsoft.com/de-de/microsoft-365/blog/2018/05/21/sharepoint-innovations-transform-content-collaboration-with-mixed-reality-and-ai/#article', 'isPartOf': {'@id': 'https://www.microsoft.com/de-de/microsoft-365/blog/2018/05/21/sharepoint-innovations-transform-content-collaboration-with-mixed-reality-and-ai/'}, 'author': [], 'headline': 'Neu in SharePoint – Mixed Reality und künstliche Intelligenz (KI) revolutionieren die Zusammenarbeit im Team', 'datePublished': '2018-05-21T16:00:59+00:00', 'dateModified': '2022-06-28T17:40:31+00:00', 'mainEntityOfPage': {'@id': 'https://www.microsoft.com/de-de/microsoft-365/blog/2018/05/21/sharepoint-innovations-transform-content-collaboration-with-mixed-reality-and-ai/'}, 'wordCount': 1688, 'publisher': {'@id': 'https://www.microsoft.com/de-de/microsoft-365/blog/#organization'}, 'image': {'@id': 'https://www.microsoft.com/de-de/microsoft-365/blog/2018/05/21/sharepoint-innovations-transform-content-collaboration-with-mixed-reality-and-ai/#primaryimage'}, 'thumbnailUrl': 'https://www.microsoft.com/de-de/microsoft-365/blog/wp-content/uploads/sites/10/2018/05/SharePoint-spaces-card-1.png', 'keywords': ['Microsoft Graph'], 'inLanguage': 'de-DE'}, {'@type': 'WebPage', '@id': 'https://www.microsoft.com/de-de/microsoft-365/blog/2018/05/21/sharepoint-innovations-transform-content-collaboration-with-mixed-reality-and-ai/', 'url': 'https://www.microsoft.com/de-de/microsoft-365/blog/2018/05/21/sharepoint-innovations-transform-content-collaboration-with-mixed-reality-and-ai/', 'name': 'Neu in SharePoint – Mixed Reality und künstliche Intelligenz (KI) revolutionieren die Zusammenarbeit im Team - Microsoft 365 Blog', 'isPartOf': {'@id': 'https://www.microsoft.com/de-de/microsoft-365/blog/#website'}, 'primaryImageOfPage': {'@id': 'https://www.microsoft.com/de-de/microsoft-365/blog/2018/05/21/sharepoint-innovations-transform-content-collaboration-with-mixed-reality-and-ai/#primaryimage'}, 'image': {'@id': 'https://www.microsoft.com/de-de/microsoft-365/blog/2018/05/21/sharepoint-innovations-transform-content-collaboration-with-mixed-reality-and-ai/#primaryimage'}, 'thumbnailUrl': 'https://www.microsoft.com/de-de/microsoft-365/blog/wp-content/uploads/sites/10/2018/05/SharePoint-spaces-card-1.png', 'datePublished': '2018-05-21T16:00:59+00:00', 'dateModified': '2022-06-28T17:40:31+00:00', 'description': 'SharePoint spaces and other innovations announced today mainstream mixed reality and AI to transform content collaboration for the modern workplace.', 'breadcrumb': {'@id': 'https://www.microsoft.com/de-de/microsoft-365/blog/2018/05/21/sharepoint-innovations-transform-content-collaboration-with-mixed-reality-and-ai/#breadcrumb'}, 'inLanguage': 'de-DE', 'potentialAction': [{'@type': 'ReadAction', 'target': ['https://www.microsoft.com/de-de/microsoft-365/blog/2018/05/21/sharepoint-innovations-transform-content-collaboration-with-mixed-reality-and-ai/']}]}, {'@type': 'ImageObject', 'inLanguage': 'de-DE', '@id': 'https://www.microsoft.com/de-de/microsoft-365/blog/2018/05/21/sharepoint-innovations-transform-content-collaboration-with-mixed-reality-and-ai/#primaryimage', 'url': 'https://www.microsoft.com/de-de/microsoft-365/blog/wp-content/uploads/sites/10/2018/05/SharePoint-spaces-card-1.png', 'contentUrl': 'https://www.microsoft.com/de-de/microsoft-365/blog/wp-content/uploads/sites/10/2018/05/SharePoint-spaces-card-1.png', 'width': 440, 'height': 268, 'caption': 'A firstline worker sits behind an open laptop, smiling during a meeting.'}, {'@type': 'BreadcrumbList', '@id': 'https://www.microsoft.com/de-de/microsoft-365/blog/2018/05/21/sharepoint-innovations-transform-content-collaboration-with-mixed-reality-and-ai/#breadcrumb', 'itemListElement': [{'@type': 'ListItem', 'position': 1, 'name': 'Home', 'item': 'https://www.microsoft.com/de-de/microsoft-365/blog/'}, {'@type': 'ListItem', 'position': 2, 'name': 'Neu in SharePoint – Mixed Reality und künstliche Intelligenz (KI) revolutionieren die Zusammenarbeit im Team'}]}, {'@type': 'WebSite', '@id': 'https://www.microsoft.com/de-de/microsoft-365/blog/#website', 'url': 'https://www.microsoft.com/de-de/microsoft-365/blog/', 'name': 'Microsoft 365 Blog', 'description': '', 'publisher': {'@id': 'https://www.microsoft.com/de-de/microsoft-365/blog/#organization'}, 'potentialAction': [{'@type': 'SearchAction', 'target': {'@type': 'EntryPoint', 'urlTemplate': 'https://www.microsoft.com/de-de/microsoft-365/blog/?s={search_term_string}'}, 'query-input': 'required name=search_term_string'}], 'inLanguage': 'de-DE'}, {'@type': 'Organization', '@id': 'https://www.microsoft.com/de-de/microsoft-365/blog/#organization', 'name': 'Microsoft 365 Blog', 'url': 'https://www.microsoft.com/de-de/microsoft-365/blog/', 'logo': {'@type': 'ImageObject', 'inLanguage': 'de-DE', '@id': 'https://www.microsoft.com/de-de/microsoft-365/blog/#/schema/logo/image/', 'url': 'https://www.microsoft.com/de-de/microsoft-365/blog/wp-content/uploads/sites/10/2022/06/ms-logo-amp.webp', 'contentUrl': 'https://www.microsoft.com/de-de/microsoft-365/blog/wp-content/uploads/sites/10/2022/06/ms-logo-amp.webp', 'width': 279, 'height': 60, 'caption': 'Microsoft 365 Blog'}, 'image': {'@id': 'https://www.microsoft.com/de-de/microsoft-365/blog/#/schema/logo/image/'}}]",WebPage,[[]],N/A,N/A,N/A,,,,,,,,
https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vd3d3LmV5LmNvbS9kZV9hdC90cnVzdC9ob3ctdG8tdHJ1c3QtdGhlLW1hY2hpbmUtLXVzaW5nLWFpLXRvLWNvbWJhdC1tb25leS1sYXVuZGVyaW5n0gEA?oc=5,Vertrauen in Maschinen: Künstliche Intelligenz im Kampf gegen Geldwäsche - EY,2018-05-20,EY,https://www.ey.com,"In einer digitalen Zeit versuchen wir immer noch, neuen Risiken der Finanzkriminalität mit alten Technologien beizukommen. Können KI-Lösungen bessere Ergebnisse erzielen?","Digitalisierung,Künstliche Intelligenz (KI),Finanzkriminalität bekämpfen,Vertrauen,Finanzdienstleistungen","In einer digitalen Zeit versuchen wir immer noch, neuen Risiken der Finanzkriminalität mit alten Technologien beizukommen. Können KI-Lösungen bessere Ergebnisse erzielen?","In einer digitalen Zeit versuchen wir immer noch, neuen Risiken der Finanzkriminalität mit alten Technologien beizukommen. Können KI-Lösungen bessere Ergebnisse erzielen?",http://schema.org,,Article,,N/A,N/A,"



 Patrick Craig 

Von
Patrick Craig
EY EMEIA Financial Crime Technology Lead
Helping banks get the most out of their financial crime risk management programs. Experienced with compliance and AML technologies.


",https://www.ey.com/de_at,Vertrauen in Maschinen: Künstliche Intelligenz im Kampf gegen Geldwäsche,https://assets.ey.com/content/dam/ey-sites/ey-com/en_gl/topics/trust/ey-man-dark-server-room.jpg,2018-05-20,2018-05-20,"In einer digitalen Zeit versuchen wir immer noch, neuen Risiken der Finanzkriminalität mit alten Technologien beizukommen. Können KI-Lösungen bessere Ergebnisse erzielen?","{'name': 'EY', 'logo': {'url': 'http://www.ey.com/ecimages/EY.gif', '@context': 'http://schema.org', '@type': 'ImageObject'}, '@context': 'http://schema.org', '@type': 'Organization'}","[{'name': 'Patrick Craig', 'description': 'Helping banks get the most out of their financial crime risk management programs. Experienced with compliance and AML technologies.', 'image': 'https://assets.ey.com/content/dam/ey-sites/ey-com/en_gl/people/p/ey-Patrick-Craig.jpg', 'url': 'https://www.ey.com/de_at/people/patrick-craig', '@context': 'http://schema.org', '@type': 'Person'}]"
