URL link,Title,Date,Source,Source Link,description,keywords,og:description,twitter:description,article:section,article:summary,article text,@context,@type,author,copyrightHolder,publisher,sdPublisher,sourceOrganization,articleBody,dateCreated,dateModified,datePublished,headline,image,inLanguage,isPartOf,license,mainEntity,mainEntityOfPage,name,sdDatePublished,url,isAccessibleForFree,@id,primaryImageOfPage,breadcrumb,articleSection,alternativeHeadline,itemListElement,@graph,wordcount,video,speakable
https://news.google.com/rss/articles/CBMijwFodHRwczovL2NhZW4ubWF2aWxsZS5jb20vYWN0dS9hY3R1ZGV0Xy1hLXNhaW50LXBpZXJyZS1lbi1hdWdlLXVuZS1ub3V2ZWxsZS1leHBvc2l0aW9uLWNyZWVlLWF2ZWMtbC1pbnRlbGxpZ2VuY2UtYXJ0aWZpY2llbGxlLV8tNTg3OTQzMF9hY3R1Lkh0bdIBAA?oc=5,"À Saint-Pierre-en-Auge, une nouvelle exposition créée avec l'intelligence artificielle - Caen Maville",2023-07-28,Caen Maville,https://caen.maville.com,Info Caen À Saint-Pierre-en-Auge une nouvelle exposition créée avec lintelligence artificielle... Caen,"saint-pierre-en-auge,nouvelle,exposition,créée,intelligence,artificielle,caen",Info Caen À Saint-Pierre-en-Auge une nouvelle exposition créée avec lintelligence artificielle... Caen,Info Caen À Saint-Pierre-en-Auge une nouvelle exposition créée avec lintelligence artificielle... Caen,N/A,N/A,"







Vendredi 28 juillet 2023 16:05
À Saint-Pierre-en-Auge, une nouvelle exposition créée avec l’intelligence artificielle 
...

















2

 Isabelle Créac’h expose une nouvelle fois sur l’intelligence artificielle, à Saint-Pierre-en-Auge.  ©  Isabelle Créac’h  




Artiste et correspondante locale de « Ouest-France » à Saint-Pierre-en-Auge (Calvados), Isabelle Créac’h expose jusqu’au 25 août 2023 au salon de thé Une grenouille dans la théière. Une poursuite de son travail de création d’images assistée par une intelligence artificielle.


Correspondante locale de Ouest-France à Saint-Pierre-en-Auge (Calvados), Isabelle Créac’h est aussi une artiste polyvalente. Elle s’adonne à la poésie, à l’écriture, ou à la photographie, et plus récemment à la création d’images assistée par une intelligence artificielle. Son travail a donné lieu à une première exposition, en mars, baptisée   L’hommage américain .Isabelle Créac’h propose cet été une nouvelle exposition, Végétale Vénus, jusqu’au 25 août 2023. « La série est née de l’inspirant tableau de Sandro Botticelli, La naissance de Vénus (1485), explique-t-elle. Toutes ces beautés, à mi-chemin entre le passé et le futur, naissent de l’océan, de la mer originelle, vêtues de végétation aquatique et terrestre. Elles s’opposent, dans le lointain, à une civilisation en fin de parcours. »

 « Vénus 19 » d’Isabelle Créac’h, assistée d’une intelligence artificielle.   Isabelle Créac’h 
« Représenter tout ce que l’on a en tête »Le féminin, le végétal, le futur… Trois thèmes chers à l’artiste, dont le travail consiste ici à guider une intelligence artificielle dans la création d’image, puis à trier les résultats et corriger les erreurs. « C’est jubilatoire de pouvoir représenter tout ce que l’on a en tête sans être limitée, freinée par le temps et la technique », confie-t-elle.Isabelle Créac’h prévoit d’ores et déjà d’exposer à Lisieux en mars 2024, pour la « saison 2 » de son Hommage américain.Jusqu’au 25 août 2023, au salon de thé Une grenouille dans la théière, place de l’Hôtel-de-Ville, à Saint-Pierre-en-Auge. Exposition Végétale Vénus, ouverture tous les jours, sauf le mardi. Entrée libre.
 
 



		 Lucas LARCHER.   
		Ouest-France  



Retrouvez d'autres actus sur les communes de :


Lisieux

Saint-Pierre-en-Auge













Donnez votre avis

...










			Abonnez-vous 1er mois offert
		


			Acheter le journal du jour
		







",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vd3d3LmNvdXJyaWVyaW50ZXJuYXRpb25hbC5jb20vYXJ0aWNsZS90cmF2YWlsLWxlcy1lbXBsb2lzLWZlbWluaW5zLXNvbnQtbGVzLXBsdXMtbWVuYWNlcy1wYXItbC1pYdIBAA?oc=5,Les emplois féminins sont les plus menacés par l'IA - Courrier international,2023-07-28,Courrier international,https://www.courrierinternational.com,Plusieurs études conduites aux États-Unis montrent que les femmes sont plus susceptibles que les hommes de perdre leur emploi du fait de l’automatisation des tâ...,N/A,Plusieurs études conduites aux États-Unis montrent que les femmes sont plus susceptibles que les hommes de perdre leur emploi du fait de l’automatisation des tâ...,Plusieurs études conduites aux États-Unis montrent que les femmes sont plus susceptibles que les hommes de perdre leur emploi du fait de l’automatisation des tâ...,N/A,N/A,"   Économie États-Unis Intelligence artificielle (IA)   Travail. Les emplois féminins sont les plus menacés par l’IA  Plusieurs études conduites aux États-Unis montrent que les femmes sont plus susceptibles que les hommes de perdre leur emploi du fait de l’automatisation des tâches.     Courrier international    Réservé aux abonnés Lecture 1 min. Publié le 28 juillet 2023 à 17h25, mis à jour le 29 juillet 2023 à 10h10               79 % des femmes qui travaillent aux États-Unis occupent des postes susceptibles d’être partiellement ou totalement automatisés. PHOTO B. BOISSONNET/BSIP/AFP      Partager    Pas moins de 12 millions de personnes devront changer d’emploi aux États-Unis dans les dix prochaines années, et les femmes seront 1,5 fois plus touchées que les hommes par la révolution que l’IA va apporter dans le monde du travail. Ce sont les conclusions d’une étude du McKinsey Global Institute (MGI) relayée par le magazine en ligne Quartz. Près d’un tiers des heures travaillées aux États-Unis pourraient être automatisées d’ici à la fin de la décennie. Or une grande partie des tâches concernées sont effectuées par des femmes. L’étude mentionne en particulier les postes administratifs et les services à la clientèle. Des tâches qui figurent aussi parmi les moins rémunératrices dans le secteur tertiaire, “or les personnes occupant des emplois à bas salaires pourraient être jusqu’à 14 fois plus susceptibles de devoir changer de métier que leurs collègues plus qualifiés”, précise l’étude. Aux États-Unis, les travailleurs noirs et hispaniques, qui occupent les emplois les moins bien rémunérés dans les secteurs des transports, de la construction ou de la santé, comptent également parmi les employés susceptibles d’être les plus affectés. “Les industries à bas salaires pourraient perdre jusqu’à 1,1 million d’emplois au total”, estiment     La suite est réservée aux abonnés... Déjà abonné ? Se connecter      Accédez à tous les contenus abonnés Soutenez une rédaction indépendante Recevez le Réveil Courrier chaque matin    Offre d’été numérique :  2,99 € / mois ou 34 € / an S’abonner avec  -50% la 1re annéeEn choisissant ce parcours d’abonnement promotionnel, vous acceptez le dépôt d’un cookie d’analyse par Google.    Courrier international   Nos lecteurs ont lu aussi          Politique monétaire.  Au Japon, bientôt la fin de l’argent facile ?            Transports.  En Chine, les wagons réservés aux femmes, une option payante et polémique            Tendance.  Vers la fin de “l’âge d’or” du télétravail ?            Innovation.  Le premier pistolet intelligent bientôt sur le marché aux États-Unis      Emploi Économie États-Unis Intelligence artificielle (IA) Amériques    



Contenus sponsorisés

Recommandé par

 






   Nos services          Hors-série : Villes, tout ce qui vibre    Des nuits de Lisbonne à celles de Medellín, des rues de Shanghai aux toits d’Alger, des bars de Prague aux plages de Dubaï, un tour du monde des cultures urbaines.    Je commande mon hors-série →            The Wall Street Journal    Recevez un an d’abonnement numérique offert.    Je reçois mon abonnement →            Gymglish Jeux olympiques 2024    Révisez vos connaissances sur les Jeux olympiques avec Gymglish.    Je fais le quiz →            Boutique    Cinq merveilleux albums à découvrir dès 9 ans sur ces grands philosophes au format poche.    Je commande →     


     Les plus lus     Vu d’Espagne.  En fin de compte, Macron pourrait avoir eu raison de dissoudre l’Assemblée       Classement.  Vivre à l’étranger : quelques idées de destination       Diaporama.  Législatives : le revirement français vu par les dessinateurs étrangers       Guerre en Ukraine.  Indignation après l’attaque contre un hôpital pour enfants à Kiev             Nos services          Hors-série : Villes, tout ce qui vibre    Des nuits de Lisbonne à celles de Medellín, des rues de Shanghai aux toits d’Alger, des bars de Prague aux plages de Dubaï, un tour du monde des cultures urbaines.    Je commande mon hors-série →            The Wall Street Journal    Recevez un an d’abonnement numérique offert.    Je reçois mon abonnement →            Gymglish Jeux olympiques 2024    Révisez vos connaissances sur les Jeux olympiques avec Gymglish.    Je fais le quiz →            Boutique    Cinq merveilleux albums à découvrir dès 9 ans sur ces grands philosophes au format poche.    Je commande →     


   



Contenus sponsorisés

Recommandé par

 





   ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
