URL link,Title,Date,Source,Source Link,description,keywords,og:description,twitter:description,@context,@type,itemListElement,headline,publisher,mainEntityOfPage,image,video,datePublished,dateModified,articleSection,author,articleBody,copyrightYear,article:section,article:summary,article text,name,@graph,url,wordcount,speakable,potentialAction,logo,sameAs,isAccessibleForFree,dateCreated,associatedMedia,copyrightHolder,sdPublisher,sourceOrganization,inLanguage,isPartOf,license,mainEntity,sdDatePublished,breadcrumb
https://news.google.com/rss/articles/CBMif2h0dHBzOi8vd3d3LmNhcGl0YWwuZnIvZWNvbm9taWUtcG9saXRpcXVlLzYwLXNhbGFyaWVzLWRlLWZhY2Vib29rLWxpY2VuY2llcy1hdS1oYXNhcmQtcGFyLXVuZS1pbnRlbGxpZ2VuY2UtYXJ0aWZpY2llbGxlLTE0NDU1OTTSAQA?oc=5,60 salariés de Facebook licenciés au hasard par une intelligence artificielle - Capital.fr,2022-09-07,Capital.fr,https://www.capital.fr,Facebook a eu recours à une intelligence artificielle pour établir un plan de restructuration de ses effectifs. L’algorithme a choisi 60 employés qui ont été prévenus par visioconférence qu'ils étaient licenciés.,",Facebook,intelligence artificielle,travail,",Facebook a eu recours à une intelligence artificielle pour établir un plan de restructuration de ses effectifs. L’algorithme a choisi 60 employés qui ont été prévenus par visioconférence qu'ils étaient licenciés.,Facebook a eu recours à une intelligence artificielle pour établir un plan de restructuration de ses effectifs. L’algorithme a choisi 60 employés qui ont été prévenus par visioconférence qu'ils étaient licenciés.,http://schema.org,NewsArticle,"[{'@type': 'ListItem', 'position': 1, 'item': {'name': 'Accueil', '@id': 'https://www.capital.fr/'}}]",60 salariés de Facebook licenciés au hasard par une intelligence artificielle,"{'@type': 'Organization', 'name': 'Capital.fr', 'url': 'https://www.capital.fr', 'logo': {'@type': 'ImageObject', 'url': 'https://www.capital.fr/assets/capital/modern/images/logo_capital.5e6f8109c8f4ffb474a4.png', 'height': 60, 'width': 175}}",https://www.capital.fr/economie-politique/60-salaries-de-facebook-licencies-au-hasard-par-une-intelligence-artificielle-1445594,"{'url': 'https://cap.img.pmdstatic.net/fit/https.3A.2F.2Fi.2Epmdstatic.2Enet.2Fcap.2F2022.2F01.2F25.2F18033141-e5f1-4813-8223-19d5374b6ae0.2Ejpeg/1200x630/cr/wqkgVGhvbWFzIFVscmljaC9QaXhhYmF5ICAvIENBUElUQUw%3D/60-salaries-de-facebook-licencies-au-hasard-par-une-intelligence-artificielle-1445594.jpg', 'width': 1200, 'height': 630, '@type': 'ImageObject'}","{'@type': 'VideoObject', 'description': '60 salariés de Facebook licenciés au hasard par une intelligence artificielle', 'duration': 'T00M00S', 'name': '60 salariés de Facebook licenciés au hasard par une intelligence artificielle', 'embedUrl': 'https://www.dailymotion.com/video/kcyF2aaRvubFqfyheir', 'thumbnailUrl': 'https://s2.dmcdn.net/v/UC9j71Z6WQkor5AoT', 'uploadDate': '2024-07-09T18:03:31+02:00', 'publisher': {'@type': 'Organization', 'name': 'Capital.fr', 'url': 'https://www.capital.fr', 'logo': {'@type': 'ImageObject', 'url': 'https://www.capital.fr/assets/capital/modern/images/logo_capital.5e6f8109c8f4ffb474a4.png', 'height': 60, 'width': 175}}}",2022-09-07T22:20:43+02:00,2022-09-08T17:15:17+02:00,economie-et-societe,"[{'@type': 'Person', 'name': 'Noah Sdiri'}]","Se faire licencier par une intelligence artificielle, c&rsquo;est l'histoire incroyable qui est arriv&eacute;e &agrave; 60 salari&eacute;s de Facebook aux Etats-Unis. Comme le rapportait le Daily Mail,&nbsp;le 18 ao&ucirc;t dernier, un algorithme a d&eacute;cid&eacute; que le g&eacute;ant de la tech n&rsquo;avait plus besoin de 60 contractuels qui travaillaient &agrave; la mod&eacute;ration de Facebook au sein de son prestataire Accenture, situ&eacute; &agrave; Austin, aux Etats-Unis. Les malheureux salari&eacute;s ont appris la mauvaise nouvelle par visioconf&eacute;rence.Quand ces derniers ont demand&eacute; &agrave; avoir plus de pr&eacute;cisions quant aux raisons qui ont pouss&eacute; Facebook &agrave; se s&eacute;parer d'eux, les responsables des ressources humaines leur ont simplement expliqu&eacute; qu&rsquo;ils avaient &eacute;t&eacute; s&eacute;lectionn&eacute;s ""au hasard"" par un algorithme. Un programme informatique autonome con&ccedil;u pour r&eacute;duire les co&ucirc;ts. Le plan de r&eacute;duction des effectifs concerne uniquement les &eacute;quipes d&rsquo;Accenture travaillant sur Facebook &agrave; Austin, dans les locaux texans du r&eacute;seau social. Ils travaillaient sur la m&eacute;diation et la mon&eacute;tisation d&rsquo;audience.Ce plan de r&eacute;duction d&rsquo;effectif a eu lieu un mois et demi apr&egrave;s les r&eacute;centes d&eacute;clarations de Mark Zuckerberg lors de la derni&egrave;re pr&eacute;sentation des r&eacute;sultats de Meta. Apr&egrave;s avoir annonc&eacute; des chiffres financiers d&eacute;cevants, le patron du r&eacute;seau social a expliqu&eacute; vouloir mettre en place des outils pour optimiser ses &eacute;quipes et se s&eacute;parer, plus ou moins vite, des employ&eacute;s ""n&rsquo;ayant plus leur place"" dans le groupe.	
		&Agrave; lire aussi : 
		
			Cambridge Analytica: un &ldquo;accord de principe&rdquo; conclu entre Facebook et des plaignants qui r&eacute;clament des dommages et int&eacute;r&ecirc;ts
		
	
Les algorithmes s&rsquo;invitent dans les ressources humaines, y compris en FranceCe n'est pas la premi&egrave;re fois qu'une intelligence artificielle (IA) est &agrave; l'origine du licenciement de salari&eacute;s aux Etats-Unis. RMC&nbsp;se fait ainsi l'&eacute;cho le 7 septembre, d'une autre entreprise technologique, Xsolla, qui r&eacute;cemment supprimait 150 postes, toujours en passant par une IA. Mais cette fois rien n'&eacute;tait d&ucirc; au hasard : ce programme informatique avait analys&eacute; le contenu des mails des salari&eacute;s, leur taux de pr&eacute;sence, leur activit&eacute;, les documents sur lesquels ils travaillaient, et sur cette base avait d&eacute;termin&eacute; des profils ""pas assez engag&eacute;s et improductifs"".En France, le Code du travail prot&egrave;ge les salari&eacute;s et encadre strictement le licenciement, avec un entretien pr&eacute;alable obligatoire, en pr&eacute;sence d&rsquo;une personne physique qui repr&eacute;sente l&rsquo;employeur. N&eacute;anmoins, des logiciels d&rsquo;analyse de performance peuvent tr&egrave;s bien orienter la d&eacute;cision d&rsquo;un DRH humain.	
		&Agrave; lire aussi : 
		
			Cette intelligence artificielle propose de gommer les accents des call centers
		
	
",2022,economie-et-societe,N/A,"



 


			Intelligence artificielle : êtes-vous prêt à l'utiliser au travail ? 
					

				INTELLIGENCE ARTIFICIELLE
			

",,,,,,,,,,,,,,,,,,,,
https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vY29yZGlzLmV1cm9wYS5ldS9hcnRpY2xlL2lkLzQ0MjA5MC10cmVuZGluZy1zY2llbmNlLWFpLXdvbi1hbi1hcnQtY29udGVzdC9mctIBAA?oc=5,L'intelligence artificielle remporte un concours artistique - European Union,2022-09-08,European Union,https://cordis.europa.eu,News article from ongoing EU Research projects,"IA, art, œuvre d’art, art numérique, Midjourney, image, photographie, peinture, peindre",Une œuvre d’art réalisée grâce à l’intelligence artificielle (IA) a terminé à la première place lors d’une foire d’État...,Une œuvre d’art réalisée grâce à l’intelligence artificielle (IA) a terminé à la première place lors d’une foire d’État...,https://schema.org,BreadcrumbList,"[{'@type': 'ListItem', 'position': 1, 'name': 'Project Fact Sheet', 'item': 'https://cordis.europa.eu/Project Fact Sheet/id/442090-trending-science-ai-won-an-art-contest/fr'}, {'@type': 'ListItem', 'position': 2, 'name': 'Project News & Multimedia', 'item': 'https://cordis.europa.eu/Project News & Multimedia/id/442090-trending-science-ai-won-an-art-contest//news/fr'}, {'@type': 'ListItem', 'position': 3, 'name': 'News'}]", L’intelligence artificielle remporte un concours artistique,,,['https://cordis.europa.eu/docs/news/images/2022-09/442090.jpg'],,2022-09-08T16:48:20,2022-09-08T16:50:10,,"{'@type': 'GovernmentOrganization', 'name': 'CORDIS, cordis.europa.eu', 'url': 'https://cordis.europa.eu'}",,,N/A,N/A,"

 L’intelligence artificielle remporte un concours artistique

Une œuvre d’art réalisée grâce à l’intelligence artificielle (IA) a terminé à la première place lors d’une foire d’État organisée aux États-Unis.






Recherche fondamentale








© Creative Commons CC0 License


Bien avant l’apparition des outils de montage numérique et des programmes de conception assistée par ordinateur, le poète et critique d’art français Charles Baudelaire pensait que la photographie représentait la plus grande menace pour l’art. Et voilà qu’aujourd’hui, nous n’avons même plus besoin de pinceau pour créer des œuvres.

En août, Jason Allen, un concepteur de jeu américain, a participé à son premier concours artistique dans la catégorie Arts numériques / Photographie modifiée numériquement. Pas besoin de peinture, de palette, de toile ou de pinceau: comptez environ 80 heures de travail avec un programme qui transforme les lignes de texte en graphismes ultraréalistes.

Jason Allen a utilisé un logiciel d’IA appelé Midjourney pour créer «Théâtre d’opéra spatial». Cette œuvre dépeint des femmes portant des vêtements de l’époque victorienne et des casques de cosmonaute. L’image a été imprimée sur une toile avant son inscription au concours. Il a battu 10 autres participants qui ont présenté 15 œuvres d’art dans la même catégorie pour remporter le Colorado State Fair Fine Arts Competition de 2022. Le prix était de 300 dollars.
Que veut dire être un artiste, après tout?
«Je suis fasciné par cette image. Je l’aime. Et je pense que tout le monde devrait la voir», a déclaré Jason Allen à «CNN Business».

Fier de sa victoire, il a publié la nouvelle. Il n’a pas fallu longtemps avant que la twittosphère ne s’agite. Un utilisateur de Twitter s'est exclamé: «C’est nul, pour la même raison qu’on ne laisse pas des robots participer aux Jeux olympiques.» Et un autre a déclaré: «Il s’agit littéralement de “pousser sur quelques boutons pour réaliser une œuvre d’art numérique”. Les créations par l’IA sont comparables à la “banane scotchée sur le mur” du monde numérique actuel.»
Que le débat commence
L’IA crée-t-elle de l’art ou nous aide-t-elle à en créer? Jason Allen est ouvert à la controverse et aux critiques. «Plutôt que de détester la technologie ou les personnes qui l’utilisent, nous devons reconnaître qu’il s’agit d’un outil puissant et l’utiliser pour le bien afin d’avancer tous ensemble au lieu de bouder.»

Les artistes sont très perturbés. «Un nouveau générateur d’images créées par IA semble pouvoir réaliser de l’art 100 % comparable à celui d’un humain. En tant qu’artiste, je suis très inquiet … Cette chose veut nos emplois, elle nuit véritablement aux artistes», a tweeté R.J. Palmer, un artiste conceptuel américain.

«Des gens collent des bananes sur un mur et appellent ça de l’art», commente Olga Robak, une porte-parole du département de l’agriculture du Colorado qui a supervisé la foire d’État, dans le «Washington Post». «Pendant longtemps, même la photographie n’était pas considérée comme une forme d’art; les gens disaient qu’il suffisait de pousser sur un bouton, et maintenant, nous réalisons qu’il s’agit de composition, de couleur, de lumière. Qui sommes-nous pour dire que l’IA ne suivra pas le même chemin?» Dagny McKinley, l’une des juges, ajoute: «Cela n’enlèvera rien à une belle peinture ou à une sculpture que vous pouvez toucher. C’est simplement un autre outil dont nous disposons pour perfectionner ce que nous pouvons créer».

Jason Allen rejette également la faute non pas sur ceux qui utilisent des outils comme Midjourney, mais sur l’industrie de l’IA. «La technologie en soi n’est pas à blâmer. La technologie n’a pas d’éthique. Les humains en ont», dit-il au «New York Times». «Cela ne va pas s’arrêter. L’art est mort, mec. C’est fini. L’IA a gagné. Les humains ont perdu.»

Alors, payeriez-vous pour de l’art quand vous pouvez le produire vous-même?
Mots‑clés
IA, art, œuvre d’art, art numérique, Midjourney, image, photographie, peinture, peindre
",Project ecosystem path,,,,,,,,,,,,,,,,,,,
