URL link,Title,Date,Source,Source Link,description,keywords,og:description,twitter:description,@context,@type,itemListElement,url,publisher,author,datePublished,dateModified,mainEntityOfPage,headline,alternativeHeadline,image,articleSection,isPartOf,isAccessibleForFree,article:section,article:summary,article text,hasPart,speakable,@graph,thumbnailUrl,creator,dateCreated,logo,@id,name,jobTitle,telephone,address
https://news.google.com/rss/articles/CBMieWh0dHBzOi8vd3d3LnJuZC5kZS93aXJ0c2NoYWZ0L2t1ZW5zdGxpY2hlLWludGVsbGlnZW56LXdpZS12ZXJhZW5kZXJ0LXNpY2gtZGllLWFyYmVpdHN3ZWx0LVdPWkVTUlNPU0ZIU0ZIMzZSVTRWNVVWUVhJLmh0bWzSAY4BaHR0cHM6Ly93d3cucm5kLmRlL3dpcnRzY2hhZnQva3VlbnN0bGljaGUtaW50ZWxsaWdlbnotd2llLXZlcmFlbmRlcnQtc2ljaC1kaWUtYXJiZWl0c3dlbHQtV09aRVNSU09TRkhTRkgzNlJVNFY1VVZRWEkuaHRtbD9vdXRwdXRUeXBlPXZhbGlkX2FtcA?oc=5,Künstliche Intelligenz: Wie verändert sich die Arbeitswelt? - RND,2024-02-09,RND,https://www.rnd.de,"Wie sieht die Arbeitswelt der Zukunft aus, wenn KI zum Einsatz kommt? Eine neue Auswertung des Centrums für Europäische Politik sieht die Arbeitsplätze von etwa 20 Millionen Menschen in Gefahr. Derweil verweisen Experten auch auf die Potenziale. ",N/A,"Wie sieht die Arbeitswelt der Zukunft aus, wenn KI zum Einsatz kommt? Eine neue Auswertung des Centrums für Europäische Politik sieht die Arbeitsplätze von etwa 20 Millionen Menschen in Gefahr. Derweil verweisen Experten auch auf die Potenziale. ",N/A,https://schema.org,NewsArticle,"[{'@type': 'ListItem', 'position': 1, 'item': {'@id': 'https://www.rnd.de/wirtschaft/', 'name': 'Wirtschaft'}}, {'@type': 'ListItem', 'position': 2, 'item': {'@id': 'https://www.rnd.de/wirtschaft/kuenstliche-intelligenz-wie-veraendert-sich-die-arbeitswelt-WOZESRSOSFHSFH36RU4V5UVQXI.html', 'name': 'Gefahren und Chancen: Wie Künstliche Intelligenz die Arbeitswelt verändern könnte'}}]",https://www.rnd.de/wirtschaft/kuenstliche-intelligenz-wie-veraendert-sich-die-arbeitswelt-WOZESRSOSFHSFH36RU4V5UVQXI.html,"{'@type': 'NewsMediaOrganization', 'name': 'RedaktionsNetzwerk Deutschland', 'logo': {'@type': 'ImageObject', 'url': 'https://www.rnd.de/pf/resources/pwa/rnd/icon-533x533.png?d=608', 'width': '533', 'height': '533'}}","{'@type': 'Person', 'name': 'Johanna Apel', 'url': 'https://www.rnd.de/autoren/johanna-apel/'}",2024-02-09T17:55:30+01:00,2024-05-15T09:35:11+02:00,https://www.rnd.de/wirtschaft/kuenstliche-intelligenz-wie-veraendert-sich-die-arbeitswelt-WOZESRSOSFHSFH36RU4V5UVQXI.html,Künstliche Intelligenz: Wie verändert sich die Arbeitswelt?,Gefahren und Chancen: Wie Künstliche Intelligenz die Arbeitswelt verändern könnte,"['https://www.rnd.de/resizer/v2/LDBC2WXKURFN5NGJQJN3HCWQ5I.jpeg?auth=555f1689bb36faf44ac51544d5d8052afe9f59bf86270210a54ddadc0e5fd5ad&quality=70&width=1441&height=811&smart=true', 'https://www.rnd.de/resizer/v2/LDBC2WXKURFN5NGJQJN3HCWQ5I.jpeg?auth=555f1689bb36faf44ac51544d5d8052afe9f59bf86270210a54ddadc0e5fd5ad&quality=70&width=1441&height=1081&smart=true', 'https://www.rnd.de/resizer/v2/LDBC2WXKURFN5NGJQJN3HCWQ5I.jpeg?auth=555f1689bb36faf44ac51544d5d8052afe9f59bf86270210a54ddadc0e5fd5ad&quality=70&width=1441&height=1441&smart=true']",Wirtschaft,"{'@type': ['CreativeWork', 'Product'], 'name': 'RedaktionsNetzwerk Deutschland', 'productID': 'rnd.de:showcase'}",True,N/A,N/A,"StartseiteWirtschaftKünstliche Intelligenz: Wie verändert sich die Arbeitswelt?Neue Analyse zu ArbeitsplatzverlustenGefahren und Chancen: Wie Künstliche Intelligenz die Arbeitswelt verändern könnteBildunterschrift anzeigenBildunterschrift anzeigenEin Arbeiter schweißt Maschinenteile zusammen. Wie sieht die Arbeitswelt der Zukunft aus?Quelle: Klaus-Dietmar Gabbert/zb/dpaAnhörenWie sieht die Arbeitswelt der Zukunft aus, wenn KI zum Einsatz kommt? Eine neue Auswertung des Centrums für Europäische Politik sieht die Arbeitsplätze von etwa 20 Millionen Menschen in Gefahr. Derweil verweisen Experten auch auf die Potenziale. Johanna Apel09.02.2024, 11:55 UhrWhatsAppFacebookXWhatsAppFacebookXLinkedInXingMailPocketShare-Optionen öffnenShare-Optionen schließenMehr Share-Optionen zeigenMehr Share-Optionen zeigenWhatsAppFacebookXLinkedInXingMailPocket Wie wirkt sich der Einsatz von Künstlicher Intelligenz (KI) auf die Arbeitswelt aus? Immer wieder versuchen Forscherinnen und Forscher, diese Frage zu beantworten. Jetzt hat das Centrum für Europäische Politik (cep) eine Metaanalyse zu dem Thema vorgelegt. Dabei werden die Ergebnisse verschiedener Untersuchungen zusammengefasst. Das Ergebnis: Innerhalb der nächsten Jahre seien die Arbeitsplätze von etwa 20 Millionen Menschen in der EU stark gefährdet.Weiterlesen nach der AnzeigeWeiterlesen nach der Anzeige„Erstmals müssen auch gut ausgebildete Arbeitnehmer durch technologischen Fortschritt um ihre Arbeitsplätze fürchten“, sagt cep-Digitalexperte Anselm Küsters, der gemeinsam mit Eleonora Poli die Studie verfasst hat. „Etwa jeder zehnte Job wird bis zum Ende dieses Jahrzehnts in der EU direkt betroffen sein.“ Das Spektrum reiche von Managern über Berater bis hin zu Juristen und Marketingspezialisten. Die dann Betroffenen seien politisch gut vernetzt und verfügten über gesellschaftlichen Einfluss, sagt cep-Arbeitsmarktexpertin Poli. Sie rechnet mit einer Welle von Protesten, die auf „ein unvorbereitetes und national fragmentiertes sozialpolitisches System treffen“.Mehr zum Thema Neues RegelwerkWie die EU Künstliche Intelligenz regulieren will KommentarKünstliche Intelligenz: Besser Rechtssicherheit als Regellosigkeit  Interview zur Zukunft der ArbeitKostenpflichtig﻿„Frau Matthes, was versteht Minister Heil von künstlicher Intelligenz?“Pflegeberufe stehen laut cep-Experten besser daWas also tun, wenn sich die Arbeitswelt verändert und Tätigkeiten verschwinden? „Der produktive Mehrwert, den generative KI zweifelsohne erwirtschaften wird, sollte in Teilen so umgelenkt werden, dass er den Übergangsprozess gesellschaftspolitisch unterstützt und damit zur raschen Adoption der Technologie beiträgt“, finden die Wissenschaftler. „Dazu regen wir einen Vermögenssockelbetrag für die Zeit der Transformation an“, sagt Küsters. Nicht betroffen wären nach Ansicht der cep-Experten beispielsweise Berufe im Bereich der Pflege, wo Empathie und persönliche, physische Tätigkeiten gefragt sind.Weiterlesen nach der AnzeigeWeiterlesen nach der AnzeigeDass Künstliche Intelligenz zu einer Veränderung in der Arbeitswelt führen wird, ist spätestens seit der Einführung von ChatGPT vielen bewusst. Die Frage ist allerdings, welches Ausmaß diese Veränderung annimmt. Das World Economic Forum (WEF) etwa prognostizierte zuletzt, dass etwa jeder zehnte Job weltweit innerhalb der nächsten fünf Jahre von KI übernommen werde. Bundesarbeitsminister Hubertus Heil (SPD) rechnet für Deutschland damit, dass es spätestens 2035 keinen Arbeitsplatz mehr geben wird, der nicht mit KI-Anwendungen zu tun habe.Hauptstadt-RadarDer RND-Newsletter aus dem Regierungsviertel. Immer dienstags, donnerstags und samstags.AbonnierenMit meiner Anmeldung zum Newsletter stimme ich der Werbevereinbarung zu.Einsatz von KI: Warum es so schwer ist, Vorhersagen zu treffenDer von seinem Ministerium einberufene Rat der Arbeitswelt prognostiziert, dass durch die Digitalisierung bis 2040 zwar 3,6 Millionen Arbeitsplätze wegfallen – aber auch genauso viele entstehen. Arbeitgeberpräsident Rainer Dulger verweist gerne auf die Chancen, die sich durch den Einsatz von KI auftun. „Künftig werden fast alle Arbeitsplätze Berührung mit KI haben“, sagte er im Sommer im RND-Interview. „Das kann uns produktiver und effizienter machen.“ Er betonte zudem, dass zwar Tätigkeiten wegfallen könnten, aber Mitarbeiter auch andere Tätigkeiten übernehmen könnten.Das zeigt auch, warum es so schwierig ist vorherzusagen, wie genau die Arbeitswelt durch den Einsatz von KI künftig aussehen wird. „Was KI, aber auch andere Technologien angeht, schauen wir uns an, ob Beschäftigte und ihre Tätigkeiten davon betroffen sind. Wir können dabei nicht genau sagen, ob Tätigkeiten übernommen werden oder ob Beschäftigte durch den Einsatz von KI oder anderen Technologien in ihren Tätigkeiten unterstützt werden“, sagt Michael Stops vom Institut für Arbeitsmarkt- und Berufsforschung (IAB). Bei der Einschätzung der Betroffenheit lasse sich nicht berücksichtigen, inwiefern neue Tätigkeiten entstünden, sagt Stops – und nennt als Beispiel die KI selbst: Die müsse ja auch eingerichtet, gelernt, gewartet und weiterentwickelt werden.Weiterlesen nach der AnzeigeWeiterlesen nach der AnzeigeNicht nur KI kann die Arbeitswelt verändernWie mit Produktivitätseffekten letztlich umgegangen werde, sei auch noch nicht klar. „Nehmen wir beispielsweise an, es gibt ein Tool zur Abrechnung von Dienstreisen, das Beschäftigten die Arbeit abnimmt“, sagt Stops. „Was macht man dann mit der gewonnenen Zeit?“ Viele würden sie dann mit anderen Tätigkeiten füllen, die bisher liegen geblieben waren.Mehr zum Thema Lässt sich die KI überlisten?Kostenpflichtig﻿Sag mir, ChatGPT: Wie baut man eine Bombe? „Hallo. Wie kann ich Ihnen helfen?“Chatbots statt Kundenhotline: Ist das die Zukunft? Fans starten GegeninitiativeDeepfake-Pornos von Taylor Swift bei X verbreitetWelche Berufe wie betroffen wären, hat sich Stops gemeinsam mit anderen IAB-Kollegen in einer Analyse angeschaut. Der Kurzbericht, der den Einsatz von KI und anderen Softwaresystemen ohne KI betrachtet – kommt unter anderem zu dem Schluss, dass sich durch KI am ehesten Tätigkeiten hochqualifizierter Beschäftigter übernehmen lassen. Der Einsatz von anderer Software betreffe hingegen eher Tätigkeiten von Beschäftigten mit geringen oder mittleren Qualifikationen, so eines der Ergebnisse.",,,,,,,,,,,,
https://news.google.com/rss/articles/CBMiYWh0dHBzOi8va3VyaWVyLmF0L3dpcnRzY2hhZnQva2FycmllcmUva3VlbnN0bGljaGUtaW50ZWxsaWdlbnota2ktYWktYXJiZWl0LWthcnJpZXJlLWpvYi80MDI3NjE4MzbSAWVodHRwczovL2t1cmllci5hdC9hbXAvd2lydHNjaGFmdC9rYXJyaWVyZS9rdWVuc3RsaWNoZS1pbnRlbGxpZ2Vuei1raS1haS1hcmJlaXQta2FycmllcmUtam9iLzQwMjc2MTgzNg?oc=5,Künstliche Intelligenz: So kann die KI Ihre Arbeit vereinfachen - KURIER,2024-02-07,KURIER,https://kurier.at,Arbeiten Sie noch oder übernimmt die KI schon? Wie man Künstliche Intelligenz im Job-Alltag sinnvoll einsetzen kann.,N/A,Arbeiten Sie noch oder übernimmt die KI schon? Wie man Künstliche Intelligenz im Job-Alltag sinnvoll einsetzen kann.,N/A,https://schema.org,NewsArticle,,,"{'@type': 'Organization', 'name': 'kurier.at', 'url': 'https://kurier.at/', 'logo': {'@type': 'ImageObject', 'url': 'https://kurier.at/img/logo.png', 'width': 105, 'height': 48}}","{'@type': 'Organization', 'name': 'kurier.at', 'url': 'https://kurier.at/'}",2024-02-07T15:21:38+00:00,2024-02-07T15:23:01+00:00,https://kurier.at/wirtschaft/karriere/kuenstliche-intelligenz-ki-ai-arbeit-karriere-job/402761836,Künstliche Intelligenz: So kann die KI Ihre Arbeit vereinfachen,,"['https://image.kurier.at/images/cfs_landscape_1232w_693h/5996390/46-168520463.jpg', 'https://image.kurier.at/images/cfs_square_1232/5996390/46-168520463.jpg']",,,,Wirtschaft/Karriere,N/A,"













                            Wie Unternehmen  ChatGPT & Co einsetzen
                        





                                

                                                                    Wirtschaft
                                







 
",,,,,,,,,,,,
https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3LnNhZWNoc2lzY2hlLmRlL2t1ZW5zdGxpY2hlLWludGVsbGlnZW56L2tpLWFyYmVpdHNhZ2VudHVyLXBpcm5hLWpvYnZlcm1pdHRsdW5nLWFwcC01OTYzMjc0LXBsdXMuaHRtbNIBAA?oc=5,SOE: Wie künstliche Intelligenz bei der Jobsuche hilft - Sächsische.de,2024-02-10,Sächsische.de,https://www.saechsische.de,"Die Bundesagentur für Arbeit setzt bei der Vermittlung von freien Stellen nicht nur auf eigene Mitarbeiter, sondern auch KI. Wie diese arbeitet - an einem Beispiel erklärt.",N/A,"Die Bundesagentur für Arbeit setzt bei der Vermittlung von freien Stellen nicht nur auf eigene Mitarbeiter, sondern auch KI. Wie diese arbeitet - an einem Beispiel erklärt.",N/A,http://schema.org,NewsArticle,"[{'@type': 'ListItem', 'position': 1, 'name': 'Künstliche Intelligenz', 'item': 'https://www.saechsische.de/kuenstliche-intelligenz'}, {'@type': 'ListItem', 'position': 2, 'name': 'SOE: Wie künstliche Intelligenz bei der Jobsuche hilft', 'item': 'https://www.saechsische.de/kuenstliche-intelligenz/ki-arbeitsagentur-pirna-jobvermittlung-app-5963274-plus.html'}]",,"{'@type': 'Organization', 'name': 'Sächsische Zeitung', 'logo': {'@type': 'ImageObject', 'url': 'https://www.saechsische.de/img/logo_1200x1200.png', 'width': 1200, 'height': 1200}}","[{'@type': 'Person', 'name': 'Katarina Gust', 'url': 'https://www.saechsische.de/unternehmen/redaktionen/pirna/katarina-gust'}]",2024-02-10T05:24:00+01:00,2024-07-11T22:30:58+02:00,"{'@type': 'WebPage', '@id': 'https://www.saechsische.de/kuenstliche-intelligenz/ki-arbeitsagentur-pirna-jobvermittlung-app-5963274-plus.html'}",SOE: Wie künstliche Intelligenz bei der Jobsuche hilft,,"{'@type': 'ImageObject', 'url': 'https://image.saechsische.de/1200x675/v/f/vfc3hgc11o8t7tbgr2lpkpo3m8kkferp.jpg', 'width': 1200, 'height': 675}",,"{'@type': ['CreativeWork', 'Product'], 'name': 'Sächsische Zeitung', 'productID': 'saechsische.de:showcase'}",False,N/A,N/A,"







SZ +




Pirna





10.02.2024

, 
05:24





Merken




SOE: Wie künstliche Intelligenz bei der Jobsuche hilft

Die Bundesagentur für Arbeit setzt bei der Vermittlung von freien Stellen nicht nur auf eigene Mitarbeiter, sondern auch KI. Wie diese arbeitet - an einem Beispiel erklärt.



Von
Katarina Gust



 4 Min.
 


Teilen










 

Folgen






























NEU!














Wer einen freien Job sucht, ist nicht mehr auf die Jobvermittler der Arbeitsagentur angewiesen. Dies übernimmt eine KI-generierte App, die von Reporterin Katarina Gust getestet wird.
© Daniel Schäfer





Jobsuche einfach vom Sofa aus, statt im nüchternen Büro eines Arbeitsvermittlers der Bundesagentur für Arbeit zu sitzen? Dass das die Zukunft ist, darauf vertraut Ronny Beck, Chef der Pirnaer Arbeitsagentur. Auch ohne persönlichen Kontakt zu den Mitarbeitern könnten Menschen heute ihren Traumjob finden. 








Ihre Angebote werden geladen...


Seite lädt nicht? 
Hier alle Abo-Angebote ansehen










                        Zum Weiterlesen bitte JavaScript aktivieren
                    

                        Direkt zum Abo? 
                            Hier alle Abo-Angebote ansehen
                        














Mehr zum Thema Pirna




Lohmener Kläranlage läuft bald mit Wasserkraft




Heidenau will ersten Trinkwasserbrunnen




Börnersdorf: Erneut wird ein Motorradfahrer schwer verletzt





","{'@type': 'WebPageElement', 'isAccessibleForFree': False, 'cssSelector': '.paywall'}","{'@type': 'SpeakableSpecification', 'cssSelector': ['.article-detail .article-detail-title > p, .article-detail .article-detail-content > p, .article-detail .article-loadmore-content > p, .article-detail .highlight > p', '.article-detail .article-detail-title > h1, .article-detail .article-detail-content > h1, .article-detail .article-loadmore-content > h1, .article-detail .highlight > h1', '.article-detail .article-detail-title > h2, .article-detail .article-detail-content > h2, .article-detail .article-loadmore-content > h2, .article-detail .highlight > h2', '.article-detail .article-detail-title > h3, .article-detail .article-detail-content > h3, .article-detail .article-loadmore-content > h3, .article-detail .highlight > h3', '.article-detail .article-detail-title > h4, .article-detail .article-detail-content > h4, .article-detail .article-loadmore-content > h4, .article-detail .highlight > h4', '.article-detail .article-detail-title > ul > li, .article-detail .article-detail-content > ul > li, .article-detail  .article-loadmore-content > ul > li, .article-detail .highlight > ul > li', '.article-detail .article-detail-title > ol > li, .article-detail .article-detail-content > ol > li, .article-detail  .article-loadmore-content > ol > li, .article-detail .highlight > ol > li', '.article-detail .article-detail-title > figure > figcaption, .article-detail .article-detail-content > figure > figcaption, .article-detail .article-loadmore-content > figure > figcaption, .article-detail .highlight > figure > figcaption']}",,,,,,,,,,
