URL link,Title,Date,Source,Source Link,description,keywords,og:description,twitter:description,contributor,mainEntityOfPage,headline,image,dateModified,datePublished,about,publisher,author,@context,@type,article:section,article:summary,article text
https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vd3d3LmV5LmNvbS9kZV9kZS9hc3N1cmFuY2UvaG93LWFydGlmaWNpYWwtaW50ZWxsaWdlbmNlLXdpbGwtdHJhbnNmb3JtLXRoZS1hdWRpdNIBAA?oc=5,Wie künstliche Intelligenz die Wirtschaftsprüfung verändern wird - EY,2018-07-20,EY,https://www.ey.com,N/A,"
            EY Reporting
        ,            Wirtschaftsprüfung und Accounting-Beratung,
            Digitale Abschlussprüfung
        ,
            Abschlussprüfung
        ","KI wird für viele Industrien eine Wende einleiten. Unsere Animation zeigt, wie sie die Wirtschaftsprüfung unterstützen kann.","KI wird für viele Industrien eine Wende einleiten. Unsere Animation zeigt, wie sie die Wirtschaftsprüfung unterstützen kann.","[{'name': 'Jeanne Boillet', 'description': 'Innovation driver in audit services. Client-centric. Strong advocate for diversity and the advancement of women in business. ', 'image': 'https://assets.ey.com/content/dam/ey-sites/ey-com/en_gl/people/j/ey-Jeanne-Boillet-V1.jpg', 'url': 'https://www.ey.com/de_de/people/jeanne-boillet', '@context': 'http://schema.org', '@type': 'Person'}]",https://www.ey.com/de_de,Wie künstliche Intelligenz die Wirtschaftsprüfung verändern wird,https://assets.ey.com/content/dam/ey-sites/ey-com/en_gl/topics/assurance/how-artificial-intelligence-will-transform-the-audit.jpg,2018-07-20,2018-07-20,"KI wird für viele Industrien eine Wende einleiten. Unsere Animation zeigt, wie sie die Wirtschaftsprüfung unterstützen kann.","{'name': 'EY', 'logo': {'url': 'http://www.ey.com/ecimages/EY.gif', '@context': 'http://schema.org', '@type': 'ImageObject'}, '@context': 'http://schema.org', '@type': 'Organization'}","[{'name': 'EY Reporting', 'description': 'Reporting, EY Global Assurance’s insights hub, provides high-quality content tailored for board members, finance directors and audit committee chairs.', 'image': 'https://assets.ey.com/content/dam/ey-sites/ey-com/en_gl/people/e/EY-Reporting.jpg', 'url': 'https://www.ey.com/de_de/people/ey-reporting', '@context': 'http://schema.org', '@type': 'Person'}]",http://schema.org,Article,N/A,N/A,"



 EY Reporting 

Von
EY Reporting
Insights from external journalists, academics, practitioners and EY professionals
Reporting, EY Global Assurance’s insights hub, provides high-quality content tailored for board members, finance directors and audit committee chairs.



Co-Autoren

 Jeanne Boillet 


"
