URL link,Title,Date,Source,Source Link,description,keywords,og:description,twitter:description,datePublished,image,expires,@type,author,publisher,dateModified,mainEntityOfPage,@context,headline,url,itemListElement,article:section,article:summary,article text,@graph,isAccessibleForFree,hasPart,isAccessibleforFree,articleSection,wordCount,inLanguage,articleBody,numberOfItems
https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vd3d3Lm4tdHYuZGUvd2lydHNjaGFmdC9BdXNzZW4tS3VlbnN0bGljaGUtSW50ZWxsaWdlbnotaW5uZW4tTWVuc2NoLWFydGljbGUyNDg0ODEzNC5odG1s0gEA?oc=5,"Oft menschliche Arbeit hinter KI: Außen Künstliche Intelligenz, innen Mensch - n-tv.de - n-tv NACHRICHTEN",2024-04-03,n-tv NACHRICHTEN,https://www.n-tv.de,"Ein angeblich KI-basierter Dienst, dessen 3D-Modelle tatsächlich von Menschen designt werden, scheinbar autonome Lieferroboter, die in Wirklichkeit ferngesteuert sind: Nicht nur bei Amazon steckt hinter mancher vorgeblich künstlicher Intelligenz vor allem menschliche Arbeit. Das hat häufig einen sehr banalen Grund.","Wirtschaft, Künstliche Intelligenz, IT-Branche, Technologiekonzerne","Ein angeblich KI-basierter Dienst, dessen 3D-Modelle tatsächlich von Menschen designt werden, scheinbar autonome Lieferroboter, die in Wirklichkeit ferngesteuert sind: Nicht nur bei Amazon steckt hinter mancher vorgeblich künstlicher Intelligenz vor allem menschliche Arbeit. Das hat häufig einen sehr banalen Grund. ",N/A,2024-04-03 15:46:38.0,"[{'@type': 'ImageObject', 'width': '1200', 'url': 'https://bilder3.n-tv.de/img/Bilder_dpa_Import/crop24833930/430132775-cImg_16_9-w1200/Ein-Messebesucher-geht-an-einem-Leuchtdisplay-auf-der-CeBIT-vorbei.jpg', 'height': '676'}, {'@type': 'ImageObject', 'width': '1200', 'url': 'https://bilder3.n-tv.de/img/Bilder_dpa_Import/crop24833930/7319116804-cImg_4_3-w1200/Ein-Messebesucher-geht-an-einem-Leuchtdisplay-auf-der-CeBIT-vorbei.jpg', 'height': '900'}, {'@type': 'ImageObject', 'width': '1200', 'url': 'https://bilder3.n-tv.de/img/Bilder_dpa_Import/crop24833930/423116471-cImg_1_1-w1200/Ein-Messebesucher-geht-an-einem-Leuchtdisplay-auf-der-CeBIT-vorbei.jpg', 'height': '1200'}]",,BreadcrumbList,"{'@type': 'Organization', 'name': 'n-tv NACHRICHTEN', 'url': 'https://www.n-tv.de'}","{'@type': 'Organization', 'name': 'n-tv NACHRICHTEN', 'logo': {'@type': 'ImageObject', 'width': 96, 'url': 'https://bilder1.n-tv.de/stat/images/ntv_logo.png', 'height': 60}}",2024-04-03 17:10:00.0,"{'@type': 'WebPage', 'url': 'https://www.n-tv.de/wirtschaft/Aussen-Kuenstliche-Intelligenz-innen-Mensch-article24848134.html'}",http://schema.org,"Oft menschliche Arbeit hinter KI: Außen Künstliche Intelligenz, innen Mensch",https://www.n-tv.de/wirtschaft/Aussen-Kuenstliche-Intelligenz-innen-Mensch-article24848134.html,"[{'item': {'name': 'ntv.de', '@id': 'https://www.n-tv.de/'}, '@type': 'ListItem', 'position': '1'}, {'item': {'name': 'Wirtschaft', '@id': 'https://www.n-tv.de/wirtschaft/'}, '@type': 'ListItem', 'position': 2}, {'item': {'name': 'Oft menschliche Arbeit hinter KI: Außen Künstliche Intelligenz, innen Mensch', '@id': 'https://www.n-tv.de/wirtschaft/Aussen-Kuenstliche-Intelligenz-innen-Mensch-article24848134.html'}, '@type': 'ListItem', 'position': 3}]",N/A,N/A,"









00:57 min





Panorama

11.07.2024
00:57 min




Schwere Unwetter über Deutschland
Krankenhaus und U-Bahn geflutet, Straßen überschwemmt



",,,,,,,,,
https://news.google.com/rss/articles/CBMiiAFodHRwczovL3d3dy5kaWdpdGFsYnVzaW5lc3MtY2xvdWQuZGUva2ktZWluc2F0ei1iZWktZGVyLWFyYmVpdC1lcndlcmJzdGFldGlnZS1zaW5kLWdldGVpbHRlci1tZWludW5nLWEtYTBmYzRlMmZhMWRiMTA4OWI4MzgyMThkZmU5MTE5ZjAv0gEA?oc=5,KI-Einsatz bei der Arbeit: Erwerbstätige sind unsicher - digitalbusiness CLOUD,2024-04-05,digitalbusiness CLOUD,https://www.digitalbusiness-cloud.de,Laut einer aktuellen Umfrage des Digitalverbands Bitkom will jeder zweite Erwerbstätige in Deutschland Routinearbeiten durch KI-Einsatz abgeben.,N/A,(Bild: Limitless Visions/Adobe Stock) Laut einer aktuellen Umfrage des Digitalverbands Bitkom will jeder zweite Erwerbstätige in Deutschland Routinearbeiten durch KI-Einsatz abgeben.,Laut einer aktuellen Umfrage des Digitalverbands Bitkom will jeder zweite Erwerbstätige in Deutschland Routinearbeiten durch KI-Einsatz abgeben.,,,,,,,,,,,,,N/A,N/A,"

Künstliche Intelligenz
KI-Einsatz bei der Arbeit: Erwerbstätige sind geteilter Meinung



05.04.2024


                

     Quelle: Pressemitteilung
    
      
    
     
                 

                3 min Lesedauer                            
 



		Anbieter zum Thema	







					Esker Software Entwicklungs- und Vertriebs- GmbH				








					xSuite Group GmbH				



 Laut einer aktuellen Umfrage des Digitalverbands Bitkom will jeder zweite Erwerbstätige in Deutschland Routinearbeiten an die KI abgeben. Die andere Hälfte lehnt den KI-Einsatz bei der Arbeit ab. 13 Prozent der Befragten glauben, dass künstliche Intelligenz ihre Arbeit vollständig übernehmen könnte.               KI-Einsatz		 			(Bild:  Limitless Visions/Adobe Stock) 		  Ein KI-Tool als Kollegin? Die Frage spaltet derzeit Beschäftigte in Deutschland. 51 Prozent der Erwerbstätigen wünschen sich, dass künstliche Intelligenz langweilige Routineaufgaben in ihrem Job übernimmt. 46 Prozent der Befragten lehnen das ab. Knapp die Hälfte (45 Prozent) der Beschäftigten hätte gerne eine KI als persönlichen Assistenten bei der Arbeit, aber nur 31 Prozent gehen davon aus, dass eine KI ihnen derzeit Aufgaben an ihrem Arbeitsplatz auch tatsächlich abnehmen könnte. Umgekehrt meinen jedoch 13 Prozent, dass sie in ihrem Beruf durch eine KI künftig komplett ersetzen werden könnten. Das sind Ergebnisse einer Befragung von 511 Erwerbstätigen in Deutschland im Auftrag des Digitalverbands Bitkom.Dr. Ralf Wintergerst ist Präsident des Bitkom e.V.(Bild: Bitkom e.V.)Dr. Ralf Wintergerst, Präsident des Bitkom e.V.: „Künstliche Intelligenz wird in den kommenden Jahren in praktisch allen Berufen Tätigkeiten verändern und Beschäftigte entlasten. KI wird in vorhandene Technologien integriert – zum Beispiel im Büro. Es werden aber auch ganz neue Anwendungen entstehen – zum Beispiel in der industriellen Fertigung, der Gesundheitsversorgung oder in Kreativ-Berufen. Die KI wird dabei in erster Linie den Menschen unterstützen, etwa indem sie sich wiederholende Aufgaben übernimmt, auf eventuelle Fehler hinweist oder wichtige Erkenntnisse aus großen Datenmengen zieht.“   Durch KI-Einsatz bleiben Unternehmen zukunftsfähigDen größten Vorteil beim KI-Einsatz am Arbeitsplatz sehen Erwerbstätige darin, dass Unternehmen damit zukunftsfähig bleiben (50 Prozent). 47 Prozent sagen, dass dadurch Arbeitszeit gespart wird, 41 Prozent, dass sich Menschen dadurch auf wichtigere Aufgaben konzentrieren können. Je rund ein Drittel meint, dass mit KI menschliche Fehler vermieden werden (33 Prozent), schnellere und präzisere Problemanalysen möglich sind (31 Prozent) und sich die Motivation der Mitarbeiterinnen und Mitarbeiter erhöht (30 Prozent). Ein Viertel (26 Prozent) sieht Kosteneinsparungen als Vorteil, ein Fünftel (21 Prozent) einen geringeren Ressourcenverbrauch. Beschleunigte Prozesse nennen 18 Prozent als Vorteil, zwölf Prozent erhoffen sich durch künstliche Intelligenz Expertenwissen im Unternehmen, das es sonst nicht gäbe. Nur 9 Prozent erwarten, dass durch KI Produkte und Dienstleistungen verbessert werden und gerade einmal 7 Prozent rechnen damit, dass der KI-Einsatz völlig neue Produkte und Dienstleistungen ermöglicht. Fast ein Fünftel (18 Prozent) der Beschäftigten meint, KI habe in der Arbeitswelt gar keine Vorteile.Furcht vor dem Wegfall von ArbeitsplätzenDagegen sieht nur ein Prozent keine Nachteile beim KI-Einsatz in der Arbeitswelt. Drei Viertel (77 Prozent) befürchten, dass durch KI-Einsatz Arbeitsplätze wegfallen, 71 Prozent, dass aufgrund der KI unklar werde, wer für einen Fehler die Verantwortung trägt. Und 66 Prozent haben Sorge, dass sich die Menschen künftig zu sehr auf KI verlassen. Ebenfalls rund zwei Drittel (64 Prozent) sehen als Nachteil, dass die Arbeit durch KI die menschliche Ebene verliert. Und 63 Prozent halten für unklar, an wen die Daten gehen, die für KI genutzt werden.      Weniger weit verbreitet ist die Kritik, dass KI zu kompliziert zu nutzen ist (24 Prozent) und Unternehmen zu viel Geld für KI ausgeben, das dann anderswo fehlt (20 Prozent). 5 Prozent beklagen, dass KI vor allem die einfachen Aufgaben übernimmt, die auch einmal Verschnaufpausen am Arbeitsplatz bieten. „Unternehmen sollten Beschäftigten ermöglichen, eigene Erfahrungen mit KI zu machen. Durch die Vermittlung von KI-Kompetenzen lassen sich die Möglichkeiten und Grenzen der Technologie besser verstehen“, so Wintergerst.  Zur Methodik der Studie „KI-Einsatz bei der Arbeit“Grundlage der Angaben ist eine Umfrage, die Bitkom Research im Auftrag des Digitalverband Bitkom durchgeführt hat. Dabei wurden 1.004 Personen ab 16 Jahren in Deutschland telefonisch befragt, darunter 511 Erwerbstätige. Die Befragung fand im Zeitraum von KW 41 bis KW 44 2023 statt. Die Gesamtumfrage ist repräsentativ. Die Fragestellungen lauteten „Würden Sie sich grundsätzlich wünschen, dass mithilfe von KI der Anteil langweiliger, routinemäßiger Aufgaben an Ihrem Arbeitsplatz reduziert wird?“, „Glauben Sie, dass eine KI Ihnen Aufgaben an Ihrem heutigen Arbeitsplatz abnehmen könnte?“, „Ich lese Ihnen nun einige Aussagen zu KI im Arbeitskontext vor. Bitte sagen Sie mir, inwieweit die folgenden Aussagen auf Sie bzw. Ihrer Meinung nach zutreffen.“, „Was wären, unabhängig von Ihrem eigenen Arbeitsplatz, die größten Vorteile einer KI am Arbeitsplatz?“ und „Und was wären, allgemein betrachtet, die größten Nachteile einer KI am Arbeitsplatz?“       Jetzt Newsletter abonnieren Verpassen Sie nicht unsere besten Inhalte                                 Geschäftliche E-Mail                          Bitte geben Sie eine gültige E-Mailadresse ein.                                                Abonnieren                     Mit Klick auf „Newsletter abonnieren“ erkläre ich mich mit der Verarbeitung und Nutzung meiner Daten gemäß Einwilligungserklärung (bitte aufklappen für Details) einverstanden und akzeptiere die Nutzungsbedingungen. Weitere Informationen finde ich in unserer Datenschutzerklärung.  Aufklappen für Details zu Ihrer Einwilligung                    Stand vom 11.01.2024       Es ist für uns eine Selbstverständlichkeit, dass wir verantwortungsvoll mit Ihren personenbezogenen Daten umgehen. Sofern wir personenbezogene Daten von Ihnen erheben, verarbeiten wir diese unter Beachtung der geltenden Datenschutzvorschriften. Detaillierte Informationen finden Sie in unserer Datenschutzerklärung.       Einwilligung in die Verwendung von Daten zu Werbezwecken       Ich bin damit einverstanden, dass der WIN-Verlag GmbH & Co. KG, Balanstraße 73, Gebäude Nr. 21A, EG, 81541 München, einschließlich aller mit ihr im Sinne der §§ 15 ff. AktG verbundenen Unternehmen (im weiteren: Vogel Communications Group) meine E-Mail-Adresse für die Zusendung von redaktionellen Newslettern nutzt. Auflistungen der jeweils zugehörigen Unternehmen können hier abgerufen werden.       Der Newsletterinhalt erstreckt sich dabei auf Produkte und Dienstleistungen aller zuvor genannten Unternehmen, darunter beispielsweise Fachzeitschriften und Fachbücher, Veranstaltungen und Messen sowie veranstaltungsbezogene Produkte und Dienstleistungen, Print- und Digital-Mediaangebote und Services wie weitere (redaktionelle) Newsletter, Gewinnspiele, Lead-Kampagnen, Marktforschung im Online- und Offline-Bereich, fachspezifische Webportale und E-Learning-Angebote. Wenn auch meine persönliche Telefonnummer erhoben wurde, darf diese für die Unterbreitung von Angeboten der vorgenannten Produkte und Dienstleistungen der vorgenannten Unternehmen und Marktforschung genutzt werden.       Falls ich im Internet auf Portalen der Vogel Communications Group einschließlich deren mit ihr im Sinne der §§ 15 ff. AktG verbundenen Unternehmen geschützte Inhalte abrufe, muss ich mich mit weiteren Daten für den Zugang zu diesen Inhalten registrieren. Im Gegenzug für diesen gebührenlosen Zugang zu redaktionellen Inhalten dürfen meine Daten im Sinne dieser Einwilligung für die hier genannten Zwecke verwendet werden.   Recht auf Widerruf       Mir ist bewusst, dass ich diese Einwilligung jederzeit für die Zukunft widerrufen kann. Durch meinen Widerruf wird die Rechtmäßigkeit der aufgrund meiner Einwilligung bis zum Widerruf erfolgten Verarbeitung nicht berührt. Um meinen Widerruf zu erklären, kann ich als eine Möglichkeit das unter https://kontakt.vogel.de/de/win abrufbare Kontaktformular nutzen. Sofern ich einzelne von mir abonnierte Newsletter nicht mehr erhalten möchte, kann ich darüber hinaus auch den am Ende eines Newsletters eingebundenen Abmeldelink anklicken. Weitere Informationen zu meinem Widerrufsrecht und dessen Ausübung sowie zu den Folgen meines Widerrufs finde ich in der Datenschutzerklärung, Abschnitt Redaktionelle Newsletter.                                              KI-Forschung: Unternehmen sehen Deutschland in der Spitzenposition                 ",,,,,,,,,
https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vb2lnZXIuZGUvMjAyNC8wNC8wNC9kZXV0c2NoZS1zaW5kLWdlc3BhbHRlbi11ZWJlci1raS1laW5zYXR6LWluLWJldHJpZWJlbi8xOTA0MjLSAQA?oc=5,Deutsche sind gespalten über KI-Einsatz in Betrieben - Oiger,2024-04-04,Oiger,https://oiger.de,"13 % der deutschen Erwerbstätigen fürchten laut einer Umfrage, dass ihnen Künstliche Intelligenz bald die Arbeit wegnimmt",N/A,"13 % der deutschen Erwerbstätigen fürchten laut einer Umfrage, dass ihnen Künstliche Intelligenz bald die Arbeit wegnimmt",N/A,,,,,,,,,https://schema.org,,,,N/A,N/A,"


Künstliche Intelligenz, News, zAufi 

			Veröffentlicht am 4. April 2024

Deutsche sind gespalten über KI-Einsatz in Betrieben

			von Heiko Weckbrodt 


Visualisierung: Dall-E
13 % fürchten, dass Künstliche Intelligenzen ihnen die Arbeit wegnehmen
Berlin, 4. April 2024. Der Einsatz „Künstlicher Intelligenz“ (KI) in der Arbeitswelt spaltet die Deutschen: 51 Prozent wünschen sich, dass KIs ihnen langweilige Routine-Arbeiten abnehmen. Aber fast ebenso viele, nämlich 46 Prozent, sind dagegen. 13 Prozent fürchten gar, dass KIs ihnen den Job wegnehmen. Das hat eine Umfrage des deutschen Digitalverbandes „Bitkom“ aus Berlin unter 511 Erwerbstätigen ergeben.
Bitkom-Präsident: KI wird Menschen eher unterstützen als wegrationalisieren
„Künstliche Intelligenz wird in den kommenden Jahren in praktisch allen Berufen Tätigkeiten verändern und Beschäftigte entlasten“, ist Bitkom-Präsident Ralf Wintergerst überzeugt. „KI wird in vorhandene Technologien integriert – zum Beispiel im Büro. Es werden aber auch ganz neue Anwendungen entstehen – zum Beispiel in der industriellen Fertigung, der Gesundheitsversorgung oder in Kreativ-Berufen. Die KI wird dabei in erster Linie den Menschen unterstützen, etwa indem sie sich wiederholende Aufgaben übernimmt, auf eventuelle Fehler hinweist oder wichtige Erkenntnisse aus großen Datenmengen zieht.“
Autor: Oiger
Quelle: Bitkom

Ihre Unterstützung für Oiger.de!
Ohne hinreichende Finanzierung ist unabhängiger Journalismus nach professionellen Maßstäben nicht dauerhaft möglich. Bitte unterstützen Sie daher unsere Arbeit! Wenn Sie helfen wollen, Oiger.de aufrecht zu erhalten, senden Sie Ihren Beitrag mit dem Betreff „freiwilliges Honorar“ via Paypal an:
paypal.me/oigerDD
Vielen Dank!

Ähnliche Beiträge
Mehrheit wünscht sich deutsche KI-SchlüsselrolleBitkom-Umfrage: Zwei Drittel rechnen mit besserer Wettbewerbsfähigkeit durch Künstliche Intelligenz Berlin, 28. September 2020. Die meisten Bundesbürger wünschen sich eine deutsche Führungsrolle in der Schlüsseltechnologie „Künstliche Intelligenz“ (KI). Das geht aus einer Umfrage des Hightech-Branchenverbandes „Bitkom“ aus Berlin hervor. Zwei Drittel der Befragten gehen davon aus, dass KI die Wettbewerbsfähigkeit…28. September 2020In ""Künstliche Intelligenz""Bald TÜV-Plaketten für KIs?TÜV-Forsa-Umfrage: Viele fürchten Diskriminierung, Manipulation und Intransparenz Berlin, 24. November 2022. Die meisten Deutschen sind dafür, „Künstliche Intelligenzen“ (KI) staatlich zu regulieren, wie in der geplanten KI-Verordnung der EU geplant. Das geht aus einer Forsa-Umfrage im Auftrag des TÜV-Verbandes aus Berlin hervor. Demnach sind 82 Prozent der Befragten dafür, dass…24. November 2022In ""Künstliche Intelligenz""Deutsche sehen in KI mehr Chancen als GefahrenBreite Mehrheit für den Einsatz Künstlicher Intelligenz Berlin, 27. November 2018. Knapp zwei Drittel aller Deutschen halten den Einsatz „Künstlicher Intelligenz“ (KI) vor allem als Chance, dagegen sehen 35 Prozent darin eher Gefahren. Das hat eine Umfrage von „Bitkom Research“ unter 1007 Bundesbürgern ergeben. Schlüsseltechnologie für große Teile der Wirtschaft…27. November 2018In ""News""

Ähnliche Beiträge
 


Kategorie: Künstliche Intelligenz, News, zAufi 
Schlagwort: AI, Automatisierung, Deutschland, Digitalisierung, KI, Rationalisierung, Routine, Statistik, Umfrage

","[{'@type': 'Article', '@id': 'https://oiger.de/2024/04/04/deutsche-sind-gespalten-ueber-ki-einsatz-in-betrieben/190422#article', 'isPartOf': {'@id': 'https://oiger.de/2024/04/04/deutsche-sind-gespalten-ueber-ki-einsatz-in-betrieben/190422'}, 'author': {'name': 'Heiko Weckbrodt', '@id': 'https://oiger.de/#/schema/person/dc6b5d97d028787ec7289c1319e07f43'}, 'headline': 'Deutsche sind gespalten über KI-Einsatz in Betrieben', 'datePublished': '2024-04-04T13:17:41+00:00', 'dateModified': '2024-04-04T13:17:41+00:00', 'mainEntityOfPage': {'@id': 'https://oiger.de/2024/04/04/deutsche-sind-gespalten-ueber-ki-einsatz-in-betrieben/190422'}, 'wordCount': 183, 'publisher': {'@id': 'https://oiger.de/#organization'}, 'image': {'@id': 'https://oiger.de/2024/04/04/deutsche-sind-gespalten-ueber-ki-einsatz-in-betrieben/190422#primaryimage'}, 'thumbnailUrl': 'https://oiger.de/wp-content/uploads/KI-verschluesselte-Daten.jpg', 'keywords': ['AI', 'Automatisierung', 'Deutschland', 'Digitalisierung', 'KI', 'Rationalisierung', 'Routine', 'Statistik', 'Umfrage'], 'articleSection': ['Künstliche Intelligenz', 'News', 'zAufi'], 'inLanguage': 'de-DE'}, {'@type': 'WebPage', '@id': 'https://oiger.de/2024/04/04/deutsche-sind-gespalten-ueber-ki-einsatz-in-betrieben/190422', 'url': 'https://oiger.de/2024/04/04/deutsche-sind-gespalten-ueber-ki-einsatz-in-betrieben/190422', 'name': 'Deutsche sind gespalten über KI-Einsatz in Betrieben - Oiger', 'isPartOf': {'@id': 'https://oiger.de/#website'}, 'primaryImageOfPage': {'@id': 'https://oiger.de/2024/04/04/deutsche-sind-gespalten-ueber-ki-einsatz-in-betrieben/190422#primaryimage'}, 'image': {'@id': 'https://oiger.de/2024/04/04/deutsche-sind-gespalten-ueber-ki-einsatz-in-betrieben/190422#primaryimage'}, 'thumbnailUrl': 'https://oiger.de/wp-content/uploads/KI-verschluesselte-Daten.jpg', 'datePublished': '2024-04-04T13:17:41+00:00', 'dateModified': '2024-04-04T13:17:41+00:00', 'description': '13 % der deutschen Erwerbstätigen fürchten laut einer Umfrage, dass ihnen Künstliche Intelligenz bald die Arbeit wegnimmt', 'breadcrumb': {'@id': 'https://oiger.de/2024/04/04/deutsche-sind-gespalten-ueber-ki-einsatz-in-betrieben/190422#breadcrumb'}, 'inLanguage': 'de-DE', 'potentialAction': [{'@type': 'ReadAction', 'target': ['https://oiger.de/2024/04/04/deutsche-sind-gespalten-ueber-ki-einsatz-in-betrieben/190422']}]}, {'@type': 'ImageObject', 'inLanguage': 'de-DE', '@id': 'https://oiger.de/2024/04/04/deutsche-sind-gespalten-ueber-ki-einsatz-in-betrieben/190422#primaryimage', 'url': 'https://oiger.de/wp-content/uploads/KI-verschluesselte-Daten.jpg', 'contentUrl': 'https://oiger.de/wp-content/uploads/KI-verschluesselte-Daten.jpg', 'width': 900, 'height': 900, 'caption': 'Künstliche Intelligenzen sollen künftig imstande sein, auch mit verschlüsselten Daten lernen und rechnen zu können. Visualisierung: Dall-E'}, {'@type': 'BreadcrumbList', '@id': 'https://oiger.de/2024/04/04/deutsche-sind-gespalten-ueber-ki-einsatz-in-betrieben/190422#breadcrumb', 'itemListElement': [{'@type': 'ListItem', 'position': 1, 'name': 'Home', 'item': 'https://oiger.de/'}, {'@type': 'ListItem', 'position': 2, 'name': 'Blog', 'item': 'https://oiger.de/blog'}, {'@type': 'ListItem', 'position': 3, 'name': 'Deutsche sind gespalten über KI-Einsatz in Betrieben'}]}, {'@type': 'WebSite', '@id': 'https://oiger.de/#website', 'url': 'https://oiger.de/', 'name': 'Oiger', 'description': 'Neues aus Wirtschaft und Forschung', 'publisher': {'@id': 'https://oiger.de/#organization'}, 'potentialAction': [{'@type': 'SearchAction', 'target': {'@type': 'EntryPoint', 'urlTemplate': 'https://oiger.de/?s={search_term_string}'}, 'query-input': 'required name=search_term_string'}], 'inLanguage': 'de-DE'}, {'@type': 'Organization', '@id': 'https://oiger.de/#organization', 'name': 'Oiger', 'url': 'https://oiger.de/', 'logo': {'@type': 'ImageObject', 'inLanguage': 'de-DE', '@id': 'https://oiger.de/#/schema/logo/image/', 'url': 'https://oiger.de/wp-content/uploads/Oiger-001.jpg', 'contentUrl': 'https://oiger.de/wp-content/uploads/Oiger-001.jpg', 'width': 285, 'height': 284, 'caption': 'Oiger'}, 'image': {'@id': 'https://oiger.de/#/schema/logo/image/'}, 'sameAs': ['https://www.facebook.com/computeroiger', 'https://x.com/OigRauchmonster', 'https://instagram.com/hweckbrodt/', 'https://www.youtube.com/user/hweckbrodt/videos']}, {'@type': 'Person', '@id': 'https://oiger.de/#/schema/person/dc6b5d97d028787ec7289c1319e07f43', 'name': 'Heiko Weckbrodt', 'sameAs': ['https://oiger.de/'], 'url': 'https://oiger.de/author/heiko'}]",,,,,,,,
