URL link,Title,Date,Source,Source Link,description,keywords,og:description,twitter:description,@context,@type,@id,mainEntityOfPage,name,headline,image,datePublished,dateModified,publisher,author,isAccessibleForFree,hasPart,article:section,article:summary,article text,itemListElement,articleBody,aggregateRating,dateCreated,isPartOf,speakable,articleSection,@graph,wordCount,copyrightYear,copyrightHolder,timeRequired,about,url
https://news.google.com/rss/articles/CBMikwFodHRwczovL3d3dy5zdGltbWUuZGUvd2lydHNjaGFmdC9iYWRlbi13dWVydHRlbWJlcmcvd2lydHNjaGFmdC9rdWVuc3RsaWNoZS1pbnRlbGxpZ2Vuei1pbS1oYW5kd2Vyay1iYWVja2VyLWJhdWJvdC1haS1od2staGVpbGJyb25uLWlwYWktYXJ0LTQ4ODc5MTDSAQA?oc=5,KI im Handwerk: Im Heilbronner Ipai werden erfolgreiche Beispiele vorgestellt - Heilbronner Stimme,2024-02-12,Heilbronner Stimme,https://www.stimme.de,"Im Ipai informierten sich rund 80 Handwerker darüber, wie ihnen Künstliche Intelligenz die Arbeit erleichtern kann. Beispiele aus der Praxis zeigen, was heute bereits möglich ist.",,N/A,N/A,https://schema.org,NewsArticle,https://www.stimme.de/wirtschaft/baden-wuerttemberg/wirtschaft/kuenstliche-intelligenz-im-handwerk-baecker-baubot-ai-hwk-heilbronn-ipai-art-4887910,https://www.stimme.de/wirtschaft/baden-wuerttemberg/wirtschaft/kuenstliche-intelligenz-im-handwerk-baecker-baubot-ai-hwk-heilbronn-ipai-art-4887910,KI im Handwerk: Im Heilbronner Ipai werden erfolgreiche Beispiele vorgestellt,KI im Handwerk: Im Heilbronner Ipai werden erfolgreiche Beispiele vorgestellt,"{'@type': 'ImageObject', 'url': 'https://www.stimme.de/storage/image/6/9/7/0/3830796_kuenstliche-intellgenz-im-handwerk-brotmengen-werden-gesteuert-und-loecher_default_1BOzLk_RGBcEA.jpg'}",2024-02-12T17:15:00+01:00,2024-04-24T09:48:39+02:00,"{'@type': 'Organization', 'name': 'Heilbronner Stimme', 'logo': {'@type': 'ImageObject', 'url': 'https://www.stimme.de/stupl/pics/layout/2017/logo.png'}}","{'@type': 'Person', 'name': 'Jürgen Paul'}",False,"{'@type': 'WebPageElement', 'isAccessibleForFree': False, 'cssSelector': '.paywall-element'}",N/A,N/A,"


 ST Heilbronn 





Teilen






Teilen




×
Artikel teilen

Facebook
X
WhatsApp
Telegram
E-Mail
Link kopieren
Erfolgreich kopiert!






Drucken





Drucken




Lesezeichen entfernen



Gemerkt




Lesezeichen setzen



Merken




×
Sie müssen sich anmelden um diese Funktionalität nutzen zu können.
zum Login



 


KI im Handwerk: Im Heilbronner Ipai werden erfolgreiche Beispiele vorgestellt
Im Ipai informierten sich rund 80 Handwerker darüber, wie ihnen Künstliche Intelligenz die Arbeit erleichtern kann. Beispiele aus der Praxis zeigen, was heute bereits möglich ist.
 

 

von Jürgen Paul


12. Februar 2024, 17:15 Uhr  |  Update: 24. April 2024, 09:48 Uhr  | 
          Lesezeit 2 Min




 

        Die Arbeit mit Künstlicher Intelligenz (wie hier mit Robotern) wird auch im Handwerk eine immer größere Rolle spielen. Die Anwendungsmöglichkeiten der neuen Technologie sind vielfältig.
Foto: picture alliance/dpa/YASKAWA Europe GmbH                 Foto: Yaskawa Europe GmbH      



 Künstliche Intelligenz (KI) wird den Arbeitsalltag verändern - in der Industrie genauso wie bei Dienstleistern oder im Handwerk. Auch wenn die KI keinen Dachstuhl zimmert, kein Brötchen backt und keine Elektroleitung verlegt. Doch die Technologie kann die Arbeit erleichtern und dafür sorgen, dass Handwerker wieder mehr Zeit für ihre eigentliche Tätigkeit haben. Das wurde beim zweiten Treffen ""Künstliche Intelligenz im Handwerk"" im Heilbronner Ipai mit rund 80 Handwerkern deutlich.


",,,,,,,,,,,,,,
https://news.google.com/rss/articles/CBMigQFodHRwczovL2dhLmRlL25ld3Mvd2lydHNjaGFmdC9yZWdpb25hbC9rdWVuc3RsaWNoZS1pbnRlbGxpZ2Vuei11bnRlcm5laG1lbi1pbi1ib25uLXVuZC1yZWdpb24tdmVyd2VuZGVuLXNpZS1iZXJlaXRzX2FpZC0xMDY2MjYyNTPSAQA?oc=5,Künstliche Intelligenz: Unternehmen in Bonn und Region verwenden sie bereits - General-Anzeiger Bonn,2024-02-14,General-Anzeiger Bonn,https://ga.de,"Künstliche Intelligenz kann die Arbeit erleichtern und komplizierte Probleme lösen. Viele Menschen scheuen sich jedoch davor, sie zu nutzen. Wissenschaftler vom Fraunhofer Institut in Sankt Augustin zeigen, welche Unternehmen den Schritt gewagt haben.",N/A,"Künstliche Intelligenz kann die Arbeit erleichtern und komplizierte Probleme lösen. Viele Menschen scheuen sich jedoch davor, sie zu nutzen. Wissenschaftler vom Fraunhofer Institut in Sankt Augustin zeigen, welche Unternehmen den Schritt gewagt haben.","Künstliche Intelligenz kann die Arbeit erleichtern und komplizierte Probleme lösen. Viele Menschen scheuen sich jedoch davor, sie zu nutzen. Wissenschaftler vom Fraunhofer Institut in Sankt Augustin zeigen, welche Unternehmen den Schritt gewagt haben.",https://schema.org,BreadcrumbList,,"{'@type': 'WebPage', '@id': 'https://ga.de/news/wirtschaft/regional/kuenstliche-intelligenz-unternehmen-in-bonn-und-region-verwenden-sie-bereits_aid-106626253'}",,Künstliche Intelligenz: Unternehmen in Bonn und Region verwenden sie bereits,"['https://ga.de/imgs/93/1/9/2/5/8/0/3/8/1/tok_1e70951c7ade5f416569920ac4864359/w1200_h1200_x1796_y1197_ga_Fraunhofer_zur_ku__nstlichen_Intelligenz-6961-3a18fd9207626631.jpg', 'https://ga.de/imgs/93/1/9/2/5/8/0/3/8/1/tok_d9ded71c84ab42fc4ab776547163b979/w1200_h900_x1796_y1197_ga_Fraunhofer_zur_ku__nstlichen_Intelligenz-6961-3a18fd9207626631.jpg', 'https://ga.de/imgs/93/1/9/2/5/8/0/3/8/1/tok_99d97c45fbf5c93171a36c867d7b58cc/w1200_h675_x1796_y1197_ga_Fraunhofer_zur_ku__nstlichen_Intelligenz-6961-3a18fd9207626631.jpg']",2024-02-14T05:00:00+01:00,2024-02-14T20:37:20+01:00,"{'@type': 'Organization', 'name': 'General-Anzeiger Bonn', 'logo': {'@type': 'ImageObject', 'url': 'https://ga.de/imgs/93/5/1/8/9/5/2/3/1/tok_43ce61e08a9a499de6106dba4f406999/w255_h60_x259_y235_Logo_General-Anzeiger_GA-49667ff14bc22476.jpg', 'width': '255', 'height': '60'}}","{'@type': 'Person', 'name': 'Rosanna Großmann', 'url': 'https://ga.de/autor/rosanna-grossmann-gro/'}",False,"{'@type': 'WebPageElement', 'isAccessibleForFree': False, 'cssSelector': '.paid-content'}",N/A,N/A,"


Technologie in Bonn und Region Diese Unternehmen arbeiten schon heute mit KI


Bonn/Region · Künstliche Intelligenz kann die Arbeit erleichtern und komplizierte Probleme lösen. Viele Menschen scheuen sich jedoch davor, sie zu nutzen. Wissenschaftler vom Fraunhofer Institut in Sankt Augustin zeigen, welche Unternehmen den Schritt gewagt haben.


14.02.2024
, 05:00 Uhr 
Eine Minute Lesezeit















































































































 Sven Giesselbach (l.) und Christian Temath vom Fraunhofer Institut in Sankt Augustin demonstrieren das KI-System „Damage Detection“. 

Foto: Benjamin Westhoff 














 
Von Rosanna Großmann
Redakteurin Siegburg






Ein Patient befindet sich in Lebensgefahr. Er wird in den Schockraum gebracht, reanimiert, mehr als zehn Ärztinnen und Rettungssanitäter führen Untersuchungen durch. Sie reden durcheinander, wichtige Informationen gehen in der Hektik verloren. Doch die führende Ärztin wirft einen kurzen Blick auf den großen Bildschirm an der Wand: Eine Künstliche Intelligenz (KI) hat mitgehört, versteht die Situation und ordnet alle Details in einer Tabelle ein. Auf einen Blick weiß die Ärztin, was dem Patienten fehlt, und kann die notwendigen Schritte einleiten. 







","[{'@type': 'ListItem', 'position': 1, 'item': {'@id': '/', 'name': 'Startseite'}}, {'@type': 'ListItem', 'position': 2, 'item': {'@id': '/news/', 'name': 'News'}}, {'@type': 'ListItem', 'position': 3, 'item': {'@id': '/news/wirtschaft/', 'name': 'Wirtschaft'}}, {'@type': 'ListItem', 'position': 4, 'item': {'@id': '/news/wirtschaft/regional/', 'name': 'Regional'}}]",,,,,,,,,,,,,
