URL link,Title,Date,Source,Source Link,description,keywords,og:description,twitter:description,@context,@type,about,alternativeHeadline,articleSection,author,commentCount,copyrightHolder,copyrightYear,dateModified,datePublished,discussionUrl,headline,identifier,image,inLanguage,isAccessibleForFree,isFamilyFriendly,isPartOf,mainEntityOfPage,provider,publisher,sourceOrganization,thumbnailUrl,timeRequired,url,version,wordCount,@id,additionalType,itemListElement,article:section,article:summary,article text
https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vd3d3LmhlaXNlLmRlL25ld3MvRGF0ZW5mb3JzY2hlcmluLUt1ZW5zdGxpY2hlLUludGVsbGlnZW56LWlzdC1rYXB1dHQtNDQ0NzUwMC5odG1s0gEA?oc=5,"Datenforscherin: ""Künstliche Intelligenz ist kaputt"" | heise online - heise online",2019-06-16,heise online,https://www.heise.de,AdModule,"AI Traps, Amazon, Facebook, Google, Künstliche Intelligenz, Microsoft, Social Scoring, Trainingsdaten","In KI-Modellen könnten immer mehr Trainingsdaten verarbeitet werden, was die Monopolbildung unterstütze, warnt die New Yorker Praktikerin Sophie Searcy.","In KI-Modellen könnten immer mehr Trainingsdaten verarbeitet werden, was die Monopolbildung unterstütze, warnt die New Yorker Praktikerin Sophie Searcy.",https://schema.org,ItemList,"[{'@id': 'https://www.heise.de/thema/Amazon', '@type': 'Thing', 'name': 'Amazon'}, {'@id': 'https://www.heise.de/thema/Facebook', '@type': 'Thing', 'name': 'Facebook'}, {'@id': 'https://www.heise.de/thema/Google', '@type': 'Thing', 'name': 'Google'}, {'@id': 'https://www.heise.de/thema/K%C3%BCnstliche-Intelligenz', '@type': 'Thing', 'name': 'Künstliche Intelligenz'}, {'@id': 'https://www.heise.de/thema/Microsoft', '@type': 'Thing', 'name': 'Microsoft'}, {'@id': 'https://www.heise.de/thema/Social-Media', '@type': 'Thing', 'name': 'Social Media'}]","Datenforscherin: ""Künstliche Intelligenz ist kaputt""",HO Navigation,"[{'@id': '2827009', '@type': 'Person', 'name': 'Stefan Krempl', 'url': '/autor/Stefan-Krempl-4325443'}]",376,"{'@id': 'https://www.heise.de', '@type': 'Organization', 'name': 'Heise Medien'}",2019,2019-06-16T17:58:00+02:00,2019-06-16T17:58:00+02:00,/forum/heise-online/News-Kommentare/Datenforscherin-Kuenstliche-Intelligenz-ist-kaputt/forum-428142/comment/,"Datenforscherin: ""Künstliche Intelligenz ist kaputt""",2697115,"{'@type': 'ImageObject', 'height': 562, 'url': 'https://www.heise.de/imgs/18/2/6/9/7/1/1/5/shutterstock_1024337068-2243d4c799fadc47.jpeg', 'width': 1000}",de,True,True,"{'@type': ['Product'], 'name': 'heise online', 'productID': 'heise.de:basic'}","{'@id': 'https://www.heise.de/news/Datenforscherin-Kuenstliche-Intelligenz-ist-kaputt-4447500.html', '@type': 'WebPage', 'breadcrumb': {'@context': 'http://schema.org', '@type': 'BreadcrumbList', 'itemListElement': [{'@type': 'ListItem', 'item': {'@id': 'https://www.heise.de/', '@type': 'WebPage', 'name': 'heise online'}, 'position': 1}, {'@type': 'ListItem', 'item': {'@id': 'https://www.heise.de/newsticker/netzpolitik/', '@type': 'WebPage', 'name': 'Netzpolitik'}, 'position': 2}, {'@type': 'ListItem', 'item': {'@id': 'https://www.heise.de/news/Datenforscherin-Kuenstliche-Intelligenz-ist-kaputt-4447500.html', '@type': 'WebPage', 'name': 'Datenforscherin: ""Künstliche Intelligenz ist kaputt""'}, 'position': 3}]}}",,"{'@type': 'Organization', 'logo': {'@type': 'ImageObject', 'url': 'https://www.heise.de/icons/ho/opengraph/opengraph.png'}, 'name': 'heise online', 'url': 'https://www.heise.de'}","{'@id': 'https://www.heise.de/', '@type': 'Organization', 'identifier': 'ho', 'name': 'heise online'}",https://www.heise.de/imgs/18/2/6/9/7/1/1/5/shutterstock_1024337068-2243d4c799fadc47.jpeg,PT6M,https://www.heise.de/news/Datenforscherin-Kuenstliche-Intelligenz-ist-kaputt-4447500.html,,959,3632786,AdModule,"[{'@type': 'ListItem', 'position': 0, 'item': {'@type': 'WPAdBlock', '@id': '3631856', 'additionalType': 'StickyFooterAd'}}]",N/A,N/A,
