URL link,Title,Date,Source,Source Link,description,keywords,og:description,twitter:description,article:section,article:summary,article text,@context,@type,itemListElement,mainEntityOfPage,headline,alternativeHeadline,image,datePublished,dateModified,articleSection,author,articleBody,publisher,speakable,url,@graph,@id,dateCreated,name,copyrightYear,sourceOrganization,copyrightHolder,wordcount,inLanguage
https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3LnVzaW5lbm91dmVsbGUuY29tL2VkaXRvcmlhbC9wb3VyLWVtYmF1Y2hlci1sYS1zbmNmLXJlY3J1dGUtdW5lLWludGVsbGlnZW5jZS1hcnRpZmljaWVsbGUuTjcyMjY0NNIBAA?oc=5,"Pour embaucher, la SNCF recrute une intelligence artificielle - L'Usine Nouvelle",2018-07-23,L'Usine Nouvelle,https://www.usinenouvelle.com,"
	D&eacute;velopp&eacute;e par Jobijoba, agr&eacute;gateur fran&ccedil;ais d&rsquo;offres d&rsquo;emploi, une intelligence artificielle (IA) est depuis peu exploit&eacute;e par la SNCF pour...-Technos et Innovations",N/A,"
	D&eacute;velopp&eacute;e par Jobijoba, agr&eacute;gateur fran&ccedil;ais d&rsquo;offres d&rsquo;emploi, une intelligence artificielle (IA) est depuis peu exploit&eacute;e par la SNCF pour...-Technos et Innovations","
	D&eacute;velopp&eacute;e par Jobijoba, agr&eacute;gateur fran&ccedil;ais d&rsquo;offres d&rsquo;emploi, une intelligence artificielle (IA) est depuis peu exploit&eacute;e par la SNCF pour...-Technos et Innovations",N/A,N/A,"

slide 1 to 7  of 7


                                                                                    Technos et Innovations
                                                                        


                                                                                                                            Industrie 4.0                    

                                                                                                                            IA                    

                                                                                                                            Impression 3D                    

                                                                                                                            Robotique                    

                                                                                                                            Quantique                    

                                                                                                                            Blockchain                    







            SNCF
        



            France
        



            Emploi
        







Pour embaucher, la SNCF recrute une intelligence artificielle 

Développée par Jobijoba, agrégateur français d’offres d’emploi, une intelligence artificielle (IA) est depuis peu exploitée par la SNCF pour optimiser ses recrutements. Le logiciel, CV Catcher, est une première technologique.




















Intissar El Hajj Mohamed 





                        23 juillet 2018
                    

 \
07h15




 

                                            1
                                        min. de lecture
                








                            Réagir
                        





Mon actualité personnalisable

Profitez à tout moment des informations clés selon vos intérêts.


            Sélectionnez les thèmes qui vous intéressent :
        

Label tag qualité
Label tag principal
Label tag précision
Label tag qualité
Label tag principal
Label tag précision
Label tag qualité
Label tag principal
Label tag principal
Label tag précision
Label tag qualité
Label tag principal
Label tag principal


 Gérer mes thèmes favoris

Valider la sélection









 

                                                    1 min.
                                            
de lecture








                            Réagir
                        









Intissar El Hajj Mohamed 






                    23 juillet 2018
                

 \
07h15








Partager





































© Régis Bossu - L'Usine Nouvelle


                    La SNCF fait appel à l'IA CV Catcher pour une meilleure sélection de ses nouvelles recrues. 
                





	Depuis un mois, le site Emploi.SNCF.com dispose d'une solution née il y a un an et demi : CV Catcher, conçue par l’agrégateur tricolore de jobs Jobijoba. L’entreprise ferroviaire s’ajoute à une quarantaine de groupes qui adoptent cette intelligence artificielle (IA) : Carrefour, EDF, SFR, Michael Page, Adéquat, Econocom, BNP Paribas… “CV Catcher établit en deux clics un matching entre le CV du candidat et les offres d’embauche qui lui correspondent le mieux”, explique le chef de projet Arthur Philippe. Le concept est inédit et n'a pas de concurrence pour le moment. 

Une IA au vocabulaire riche 

	CV Catcher est le fruit de dix ans de recherche. Le système se base sur les millions de données sur l'emploi récoltées au fil des années par Jobijoba, entreprise aux 25 salariés et chiffre d'affaires de plus de 2 millions d'euros. Celles-ci, analysées, ont servi à l'entraînement des algorithmes Big Data de l’IA. Une question se posait quant au traitement du langage utilisé dans le CV. “La solution que nous avons créée est sémantique, poursuit Arthur Philippe. En comparant les offres et les CV, nous avons donc mis au point notre propre thésaurus de compétences.” Celles-ci sont réunies en familles de notions proches les unes des autres. Par exemple, le lien entre la demande “Ventes” de l’employeur et une expertise en “Négociations” est vite repéré par l’IA.

	La SNCF compte aujourd’hui 215 000 collaborateurs en France et 45 000 à l’international. Pour 2018, pas moins de 29 900 recrutements sont annoncés. Brassant plus de 300 métiers au sein du groupe, CV Catcher offrirait un espace personnel aux candidats. Il leur permettrait alors l’identification de “toutes les opportunités d’emploi adaptées à leur profil, même celles auxquelles ils n’auraient pas pensé” et la valorisation des métiers les moins connus, affirme Françoise Tragin, la Directrice Recrutement à la SNCF.    






Sélectionné pour vous









                                    «Nous voulons être leader du quantique, en commençant par les applications en chimie», assure Pierre Desjardins, PDG de C12
                                                                                                                                                        








                                    La calculateur quantique de Quandela se fait une place chez OVHcloud
                                                                                                                                                        








                                    Dans l’IA générative, les appels contre la concentration se multiplient déjà
                                                                                                                                                        











SUR LE MÊME SUJET



                            [SNCF] L’Arafer veut être le garant de la réforme ferroviaire
                        



                            Avec la réforme ferroviaire, la SNCF change d'ère
                        



                            La SNCF compte migrer 60% de ses applications informatiques sur le cloud public d’ici 2021
                        














0 Commentaire









                Pour embaucher, la SNCF recrute une intelligence artificielle
            






Tous les champs sont obligatoires






Votre
                                nom






Votre
                                e-mail




Votre email ne sera pas publié



Votre
                            commentaire







Envoyer












Votre commentaire a bien été envoyé
                        à la rédaction, celui-ci peut être soumis à modération, auquel cas il
                        n'apparaitra pas immédiatement sur le site.







Commenter











            Participez à la discussion !
        


Commenter







        0Commentaire

Réagir



Partager



































Sujets associés
SNCF
France
Emploi


",,,,,,,,,,,,,,,,,,,,,,,,
https://news.google.com/rss/articles/CBMimgFodHRwczovL3d3dy5hY3R1aWEuY29tL2FjdHVhbGl0ZS9saW50ZWxsaWdlbmNlLWFydGlmaWNpZWxsZS1lbi1tYXRpZXJlLWRlLXJhZGlvbG9naWUtYXUtY29ldXItZHUtbGl2cmUtYmxhbmMtZGUtbGFzc29jaWF0aW9uLWNhbmFkaWVubmUtZGVzLXJhZGlvbG9naXN0ZXMv0gEA?oc=5,L'intelligence artificielle en matière de radiologie au coeur du livre blanc de l'Association canadienne des radiologistes - Intelligence artificielle - Actu IA,2018-07-25,Intelligence artificielle - Actu IA,https://www.actuia.com,"Le domaine de la santé s'intéresse toujours davantage aux applications des nouvelles technologies. Prévention, diagnostic et traitement pourraient en",N/A,"Le domaine de la santé s'intéresse toujours davantage aux applications des nouvelles technologies. Prévention, diagnostic et traitement pourraient en","Le domaine de la santé s'intéresse toujours davantage aux applications des nouvelles technologies. Prévention, diagnostic et traitement pourraient en",N/A,N/A,"

L’intelligence artificielle en matière de radiologie au coeur du livre blanc de l’Association canadienne des radiologistes


Le 25 juillet 2018, par
Thierry Maubant.




Le domaine de la santé s’intéresse toujours davantage aux applications des nouvelles technologies. Prévention, diagnostic et traitement pourraient en effet se voir facilités grâce à des outils innovants basés notamment sur l’intelligence artificielle. Il s’agit d’une véritable révolution dans le secteur qui implique évidemment des recherches au préalable, notamment en matière de réglementation, et une formation des professionnels. Dans le système de santé canadien, l’intelligence artificielle prend rapidement, particulièrement dans le domaine de l’imagerie médicale. Bien qu’elle soit dans la phase de recherche, l’IA en radiologie présente un intérêt grandissant pour le corps médical et les patients à l’échelle du pays comme l’indique l’Association canadienne des radiologistes dans un communiqué de presse.
Un récent sondage mené par Nanos a dévoilé qu’un très grand nombre de Canadiens (83 %) soutiendraient la recherche quant à l’utilisation de l’IA en radiologie au Canada. En collaboration avec un groupe d’experts, l’Association canadienne des radiologistes adopte une position de chef de file en matière d’IA et a rédigé un livre blanc qui décrit les façons dont cette technologie peut être utilisée pour améliorer la prestation de soins aux patients et la santé de la population dans son ensemble.
Tirer parti de l’IA en radiologie permettra aux chercheurs et aux radiologistes de reconnaître des tendances dans des données complexes fournies par les images médicales. L’IA peut déceler des tendances subtiles qui dépassent le seuil de détection humaine, ce qui permet de détecter de nouvelles données. L’IA peut permettre une prise de décisions cliniques plus éclairées pour les patients à l’aide de rapports assistés par ordinateur, dans lesquels il y aura un moins grand nombre de variations superflues. Cette technologie complète le travail des radiologistes en améliorant leur productivité et en gérant leur flux de travail, tout en améliorant les résultats pour les patients.
Selon le Dr An Tang, Université de Montréal et président du groupe de travail en intelligence artificielle de l’Association canadienne des radiologistes : « Au cours des dix prochaines années, l’IA en radiologie améliorera considérablement la qualité, la valeur et l’ampleur de la contribution de la radiologie aux soins aux patients et à la santé de la population ». En outre, « la communauté radiologique doit se préparer à l’automatisation de certaines tâches d’interprétation des images qui transformeront de façon positive les soins aux patients », affirme le Dr Tang.
Le président de l’Association canadienne des radiologistes, le Dr Emil Lee indique qu’« à mesure que des recherches supplémentaires sur l’IA seront menées et que nous passerons à la phase de mise en œuvre, nous mettrons davantage l’accent sur l’informatique médicale et les sciences informatiques dans les programmes de radiologie. »
En tant que porte-parole principal des radiologistes au Canada, l’Association canadienne des radiologistes maintient qu’il est essentiel de faire participer à la mise en œuvre de l’IA en radiologie les patients, les radiologistes, les médecins, les technologues en imagerie médicale, les administrateurs des hôpitaux, les organismes de réglementation ainsi que les partenaires de l’industrie et du milieu universitaire.
L’Association canadienne des radiologistes invite le gouvernement fédéral à jouer un rôle actif dans l’établissement des normes relatives à l’IA tout en réglant les problèmes d’ordre réglementaire et juridique qui découlent de son utilisation en médecine. « Un investissement modeste de la part du gouvernement dans la recherche sur l’IA améliorera grandement les résultats pour les patients et, au bout du compte, rendra plus accessible l’imagerie médicale pour les Canadiens », affirme le Dr Lee.
Tandis que l’IA aura une incidence positive sur le flux de travail des radiologistes et favorisera une meilleure assurance de la qualité, l’objectif ultime consiste à s’assurer que les Canadiens ont accès aux meilleurs soins possible.
Pour plus d’informations, consultez le livre blanc sur l’IA en radiologie réalisé par l’Association canadienne des radiologistes.




Recevez gratuitement l'actualité de l'intelligence artificielle
Suivez la Newsletter de référence sur l'intelligence artificielle (+ de 18 000 membres), quotidienne et 100% gratuite.  

Adresse e-mail 



Prénom



Nom



Organisme/Société


Fréquence

 Quotidienne


 Hebdomadaire - lundi matin


 Hebdomadaire - vendredi après-midi






Tout comme vous, nous n'apprécions pas le spam. Vos coordonnées ne seront transmises à aucun tiers.Laissez ce champ vide si vous êtes humain :  
 ",,,,,,,,,,,,,,,,,,,,,,,,
https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vd3d3LmhlbGxvd29ya3BsYWNlLmZyL2VtcGxvaS1ub24tbGVzLXJvYm90cy1uZS12b250LXBhcy1yZW1wbGFjZXItbGVzLWh1bWFpbnMtbWFpcy_SAQA?oc=5,Emploi : non les robots ne vont pas remplacer les humains mais … - HelloWorkplace,2018-07-26,HelloWorkplace,https://www.helloworkplace.fr,Depuis environ une dizaine d&#8217;années on ne compte plus les sujets alarmistes sur la robotisation des métiers et ses conséquences désastreuses sur nos emplois. Le chômage technologique existera-t-il ? Pas si sûr si l&#8217;on en croit une étude réalisée par le cabinet PwC. Celle-ci conclut en effet que l&#8217;intelligence artificielle détruira des emplois certes mais [&hellip;],['Innover'],Depuis environ une dizaine d’années on ne compte plus les sujets alarmistes sur la robotisation des métiers et ses conséquences désastreuses sur nos emplois. Le chômage technologique existera-t-il ? Pas si sûr si l’on en croit une étude réalisée par le cabinet PwC. Celle-ci conclut en effet que l’intelligence artificielle détruira des emplois certes mais […],Depuis environ une dizaine d’années on ne compte plus les sujets alarmistes sur la robotisation des métiers et ses conséquences désastreuses sur nos emplois. Le chômage technologique existera-t-il ? Pas si sûr si l’on en croit une étude réalisée par le cabinet PwC. Celle-ci conclut en effet que l’intelligence artificielle détruira des emplois certes mais […],Marché de l'emploi,N/A,"

Emploi : non les robots ne vont pas remplacer les humains mais …

 par Adélaïde Haslé  Publié le 26 juillet 2018 à 10h03 




		Partager l'article	



Depuis environ une dizaine d’années on ne compte plus les sujets alarmistes sur la robotisation des métiers et ses conséquences désastreuses sur nos emplois. Le chômage technologique existera-t-il ? Pas si sûr si l’on en croit une étude réalisée par le cabinet PwC. Celle-ci conclut en effet que l’intelligence artificielle détruira des emplois certes mais qu’elle en créera tout autant. Une étude de l’OCDE dit la même chose en insistant par contre sur le fait que l’automatisation risque d’avoir des conséquences dramatiques sur l’emploi des jeunes et des moins qualifiés.

La robotique ne nous remplacera pas. PwC vient de publier une étude qui conclut sur le fait que l’intelligence artificielle détruira d’autant d’emplois qu’elle n’en créera. Au Royaume-Uni en tout cas, 20 % des emplois seront automatisés d’ici 2037 mais 20 % d’emplois supplémentaires seront également créés. Plus globalement, l’étude estime que 7 millions d’emplois existants devraient être supprimés mais qu’environ 7,2 millions seront créés.
Quels sont les secteurs les plus touchés ?
Dans le détail, les secteurs les plus touchés seront les transports et l’industrie manufacturière. Dans ces domaines, l’intelligence artificielle devrait déplacer 38 % des emplois dans les transports et 30 % des emplois manufacturiers. A l’inverse, grâce à l’IA, les secteurs de la santé et du domaine social pourraient créer un million d’emplois selon des estimations faites à 20 ans.
 À lire également  Et si l’automatisation du travail était une chance ? 
Un impact négatif de l’automatisation sur les plus fragiles
Une étude sortie en 2003 par l’université d’Oxford avertissait qu’environ 47 % des emplois aux Etats-Unis couraient un risque élevé d’être automatisés. L’étude par PwC montre ainsi que les craintes soulignées étaient donc quelque peu exagérées et que seulement 14 % des emplois dans les pays de l’OCDE dont les Etats-Unis, le Royaume-Uni ou encore le Canada sont hautement automatisable.
 À lire également  10 métiers que l’automatisation risque de faire disparaître 
Des zones d’emplois sinistrées et des salariés fragilisés
Mais il faut tenir compte d’autres conséquences plus dommageables. En effet, une étude de l’OCDE sur la robotisation de nos emplois relève que de nombreuses zones d’emplois risquent d’être fortement perturbées. Ainsi aux Etats-Unis le rapport suggère que 13 millions d’emplois seront détruits à cause de l’automatisation mais ces pertes d’emplois ne seront pas réparties équitablement sur tout le territoire. Celle-ci entraînera “à de nombreuses reprises la perturbation des économies locales. Nous nous retrouverons face au même phénomène que celui causé par le déclin de l’industrie automobile dans les années 50 à Détroit où les changements technologiques et l’automatisation accrue avaient provoqué de nombreuses pertes d’emplois”. De plus “l’impact de l’automatisation sera préjudiciable pour les groupes déjà menacés sur le marché du travail”. Les conséquences seront donc plus graves pour les salariés les plus fragiles : les jeunes et les moins qualifiés.
Ainsi si l’intelligence artificielle ne va pas vraisemblablement détruire des emplois, elle va transformer nos façons de travailler et cette vague future de perte d’emplois pourrait polariser davantage la société entre des emplois hautement rémunérés et hautement qualifiés et des emplois mal rémunérés et peu sûrs.
(Istockphoto.com/Zapp2Photo).


",http://schema.org,NewsArticle,"[{'@type': 'ListItem', 'position': 1, 'name': 'Accueil', 'item': 'https://www.helloworkplace.fr'}, {'@type': 'ListItem', 'position': 2, 'name': ""Marché de l'emploi"", 'item': 'https://www.helloworkplace.fr/marche-emploi/'}, {'@type': 'ListItem', 'position': 3, 'name': 'Emploi : non les robots ne vont pas remplacer les humains mais &#8230;', 'item': 'https://www.helloworkplace.fr/emploi-non-les-robots-ne-vont-pas-remplacer-les-humains-mais/'}]","{'@type': 'WebPage', '@id': 'https://www.helloworkplace.fr/emploi-non-les-robots-ne-vont-pas-remplacer-les-humains-mais/'}",Emploi : non les robots ne vont pas remplacer les humains mais &#8230;,Depuis environ une dizaine d&#8217;années on ne compte plus les sujets alarmistes sur la robotisation des métiers et ses conséquences désastreuses sur nos emplois. Le chômage technologique existera-t-il ? Pas si sûr si l&#8217;on en croit une étude réalisée par le cabinet PwC. Celle-ci conclut en effet que l&#8217;intelligence artificielle détruira des emplois certes mais [&hellip;],https://f.hellowork.com/helloworkplace/2018/07/iStock-803972362.jpg,2018-07-26T10:03:54+02:00,2018-07-26T10:03:54+02:00,Marché de l&#039;emploi,"{'@type': 'Person', 'name': 'Adélaïde Haslé', 'url': 'https://www.linkedin.com/in/ad%C3%A9la%C3%AFde-hasl%C3%A9-0486ba89/'}","Depuis environ une dizaine d'années on ne compte plus les sujets alarmistes sur la robotisation des métiers et ses conséquences désastreuses sur nos emplois. Le chômage technologique existera-t-il ? Pas si sûr si l'on en croit une étude réalisée par le cabinet PwC. Celle-ci conclut en effet que l'intelligence artificielle détruira des emplois certes mais qu'elle en créera tout autant. Une étude de l'OCDE dit la même chose en insistant par contre sur le fait que l'automatisation risque d'avoir des conséquences dramatiques sur l'emploi des jeunes et des moins qualifiés.



La robotique ne nous remplacera pas. PwC vient de publier une étude qui conclut sur le fait que l'intelligence artificielle détruira d'autant d'emplois qu'elle n'en créera. Au Royaume-Uni en tout cas, 20 % des emplois seront automatisés d'ici 2037 mais 20 % d'emplois supplémentaires seront également créés. Plus globalement, l'étude estime que 7 millions d'emplois existants devraient être supprimés mais qu'environ 7,2 millions seront créés.
Quels sont les secteurs les plus touchés ?
Dans le détail, les secteurs les plus touchés seront les transports et l'industrie manufacturière. Dans ces domaines, l'intelligence artificielle devrait déplacer 38 % des emplois dans les transports et 30 % des emplois manufacturiers. A l'inverse, grâce à l'IA, les secteurs de la santé et du domaine social pourraient créer un million d'emplois selon des estimations faites à 20 ans.


Un impact négatif de l'automatisation sur les plus fragiles
Une étude sortie en 2003 par l'université d'Oxford avertissait qu'environ 47 % des emplois aux Etats-Unis couraient un risque élevé d'être automatisés. L'étude par PwC montre ainsi que les craintes soulignées étaient donc quelque peu exagérées et que seulement 14 % des emplois dans les pays de l'OCDE dont les Etats-Unis, le Royaume-Uni ou encore le Canada sont hautement automatisable.


Des zones d'emplois sinistrées et des salariés fragilisés
Mais il faut tenir compte d'autres conséquences plus dommageables. En effet, une étude de l'OCDE sur la robotisation de nos emplois relève que de nombreuses zones d'emplois risquent d'être fortement perturbées. Ainsi aux Etats-Unis le rapport suggère que 13 millions d'emplois seront détruits à cause de l'automatisation mais ces pertes d'emplois ne seront pas réparties équitablement sur tout le territoire. Celle-ci entraînera ""à de nombreuses reprises la perturbation des économies locales. Nous nous retrouverons face au même phénomène que celui causé par le déclin de l'industrie automobile dans les années 50 à Détroit où les changements technologiques et l'automatisation accrue avaient provoqué de nombreuses pertes d'emplois"". De plus ""l'impact de l'automatisation sera préjudiciable pour les groupes déjà menacés sur le marché du travail"". Les conséquences seront donc plus graves pour les salariés les plus fragiles : les jeunes et les moins qualifiés.
Ainsi si l'intelligence artificielle ne va pas vraisemblablement détruire des emplois, elle va transformer nos façons de travailler et cette vague future de perte d'emplois pourrait polariser davantage la société entre des emplois hautement rémunérés et hautement qualifiés et des emplois mal rémunérés et peu sûrs.

(Istockphoto.com/Zapp2Photo).","{'@type': 'Organization', 'name': 'Helloworkplace', 'url': 'https://www.helloworkplace.fr', 'logo': {'@type': 'ImageObject', 'url': 'https://www.helloworkplace.fr/wp-content/themes/HelloWorkplace/img/logo-HelloWorkplace-60x167.png', 'width': 167, 'height': 60}}","{'@type': 'SpeakableSpecification', 'cssSelector': '[""h1""]'}",https://www.helloworkplace.fr/emploi-non-les-robots-ne-vont-pas-remplacer-les-humains-mais/,,,,,,,,,
