URL link,Title,Date,Source,Source Link,description,keywords,og:description,twitter:description,@context,@type,name,logo,url,sameAs,itemListElement,publisher,headline,author,mainEntityOfPage,articleBody,datePublished,dateModified,image,article:section,article:summary,article text,dateCreated,address,@graph,articleSection,isAccessibleForFree,contentUrl,caption,thumbnailUrl,editor,hasPart,isPartOf,alternativeHeadline,inLanguage,copyrightHolder
https://news.google.com/rss/articles/CBMiggFodHRwczovL3d3dy5jYWYuY29tL2VuL2N1cnJlbnRseS9uZXdzLzIwMjEvMDkvZ3JlYXQtb3Bwb3J0dW5pdGllcy1mb3ItYXJ0aWZpY2lhbC1pbnRlbGxpZ2VuY2UtaW4tdGhlLWxhdGluLWFtZXJpY2FuLXB1YmxpYy1zZWN0b3Iv0gEA?oc=5,Great opportunities for Artificial Intelligence in the Latin American public sector. - Concacaf,2021-09-15,Concacaf,https://www.caf.com,"We are a development bank with 20 shareholder countries - in Latin America, the Caribbean, Spain and Portugal- as well as 13 private banks",N/A,"We are a development bank with 20 shareholder countries - in Latin America, the Caribbean, Spain and Portugal- as well as 13 private banks","We are a development bank with 20 shareholder countries - in Latin America, the Caribbean, Spain and Portugal- as well as 13 private banks",http://schema.org,Article,Great opportunities for Artificial Intelligence in the Latin American public sector. | CAF,https://www.caf.com/media/4662825/caforiginalcaribeh-eng.svg,https://www.caf.com/en/currently/news/2021/09/great-opportunities-for-artificial-intelligence-in-the-latin-american-public-sector/,"['https://www.facebook.com/CAF.America.Latina', 'https://twitter.com/AgendaCAF', 'https://www.youtube.com/user/CAFenVideo', 'https://www.linkedin.com/company/caf', 'https://www.instagram.com/agendacaf']","[{'@type': 'ListItem', 'position': '1', 'item': {'@type': 'Thing', '@id': 'https://www.caf.com/en/', 'name': 'CAF - development bank of Latin America'}}, {'@type': 'ListItem', 'position': '2', 'item': {'@type': 'Thing', '@id': 'https://www.caf.com/en/currently/', 'name': 'Currently'}}, {'@type': 'ListItem', 'position': '3', 'item': {'@type': 'Thing', '@id': 'https://www.caf.com/en/currently/news/', 'name': 'News'}}, {'@type': 'ListItem', 'position': '4', 'item': {'@type': 'Thing', '@id': 'https://www.caf.com/en/currently/news/2021/09/great-opportunities-for-artificial-intelligence-in-the-latin-american-public-sector/', 'name': 'Great opportunities for Artificial Intelligence in the Latin American public sector.'}}]","{'@type': 'Organization', 'name': 'CAF', 'logo': {'@type': 'ImageObject', 'url': 'https://www.caf.com/media/4662825/caforiginalcaribeh-eng.svg'}}",Great opportunities for Artificial Intelligence in the Latin American public sector.,CAF,https://www.caf.com/en/currently/news/2021/09/great-opportunities-for-artificial-intelligence-in-the-latin-american-public-sector/,"We are a development bank with 20 shareholder countries - in Latin America, the Caribbean, Spain and Portugal- as well as 13 private banks",2021-10-08T07:34:00+00:00,2021-10-12T09:37:00+00:00,"{'@list': [{'@type': 'ImageObject', 'url': 'https://www.caf.com/media/3381213/1.jpeg', 'width': '1280', 'height': '864'}, {'@type': 'ImageObject', 'url': 'https://www.caf.com/media/3381216/4.jpeg', 'width': '1280', 'height': '835'}, {'@type': 'ImageObject', 'url': 'https://www.caf.com/media/3381214/2.jpeg', 'width': '1280', 'height': '829'}, {'@type': 'ImageObject', 'url': 'https://www.caf.com/media/3381215/3.jpeg', 'width': '1280', 'height': '866'}, {'@type': 'ImageObject', 'url': 'https://www.caf.com/media/3381218/6.jpeg', 'width': '1280', 'height': '853'}, {'@type': 'ImageObject', 'url': 'https://www.caf.com/media/3381217/5.jpeg', 'width': '1280', 'height': '847'}]}",N/A,N/A,N/A,,,,,,,,,,,,,,
https://news.google.com/rss/articles/CBMiowFodHRwczovL3d3dy5jb2UuaW50L2VuL3dlYi9hcnRpZmljaWFsLWludGVsbGlnZW5jZS8tL2FydGlmaWNpYWwtaW50ZWxsaWdlbmNlLWEtbmV3LXBvcnRhbC10by1wcm9tb3RlLWdsb2JhbC1jb29wZXJhdGlvbi1sYXVuY2hlZC13aXRoLTgtaW50ZXJuYXRpb25hbC1vcmdhbmlzYXRpb25z0gEA?oc=5,Artificial Intelligence – A New Portal to Promote Global Cooperation Launched with 8 International Organisations ... - Council of Europe,2021-09-13,Council of Europe,https://www.coe.int,Latest news of the Council of Europe's work related to AI,"newsroom,ai,news,dg1 human rights and rule of law,public,central division dg1,compulsory,general, news, ai, council of europe",Latest news of the Council of Europe's work related to AI, Strasbourg 14/09/2021,https://schema.org,WebPage,News,,,,,"{'@type': 'Organization', 'name': 'Council of Europe', 'logo': {'@type': 'ImageObject', 'url': 'https://static.coe.int/pics/logos/desktop/logo-coe-google-news.png', 'width': 78, 'height': 60}}",Artificial Intelligence – A New Portal to Promote Global Cooperation Launched with 8 International Organisations,"{'@type': 'Organization', 'name': 'Council of Europe'}","{'@type': 'WebPage', '@id': 'https://www.coe.int/en/web/artificial-intelligence/-/artificial-intelligence-a-new-portal-to-promote-global-cooperation-launched-with-8-international-organisations'}",,2021-09-13T15:48:00+00:00,2024-05-17,"{'@type': 'ImageObject', 'url': 'https://www.coe.int/documents/40452431/43029712/GPAI.png/6c7bd11b-8cca-1012-7558-2d5018cbe7a8', 'height': 489, 'width': 870}",N/A,N/A,"

Strasbourg
14/09/2021


                Diminuer la taille du texte
            

                Augmenter la taille du texte
            

                Imprimer la page
            





On 14 September 2021, eight international organisations joined forces to launch a new portal promoting global co-operation on artificial intelligence (AI). The portal is a one-stop shop for data, research findings and good practices in AI policy.
The objective of the portal is to help policymakers and the wider public navigate the international AI governance landscape. It provides access to the necessary tools and information, such as projects, research and reports to promote trustworthy and responsible AI that is aligned with human rights at global, national and local level.
Key partners in this joint effort include the Council of Europe, the European Commission, the European Union Agency for Fundamental Rights, the Inter-American Development Bank, the Organisation for Economic Co-operation and Development (OECD), the United Nations (UN), the United Nations Educational, Scientific and Cultural Organization (UNESCO), and the World Bank Group.
Access the website: https://globalpolicy.ai
Useful links:

Overview of the Council of Europe’s work on AI
Our webinars on AI and other digital technologies

 
",2018-11-28,,,,,,,,,,,,,
https://news.google.com/rss/articles/CBMicGh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS90ZWNobm9sb2d5LzIwMjEvc2VwLzEzL3NjaWVudGlzdHMtaWRlbnRpZnkta2V5LWNvbmRpdGlvbnMtc2V0LXVwLWNyZWF0aXZlLWhvdC1zdHJlYWvSAXBodHRwczovL2FtcC50aGVndWFyZGlhbi5jb20vdGVjaG5vbG9neS8yMDIxL3NlcC8xMy9zY2llbnRpc3RzLWlkZW50aWZ5LWtleS1jb25kaXRpb25zLXNldC11cC1jcmVhdGl2ZS1ob3Qtc3RyZWFr?oc=5,Scientists identify key conditions to set up a creative ‘hot streak’ - The Guardian,2021-09-13,The Guardian,https://www.theguardian.com,Researchers use AI to reveal runs of artistic success are commonly preceded by an experimental phase,N/A,Researchers use AI to reveal runs of artistic success are commonly preceded by an experimental phase,N/A,,,,,,,,,,,,,,,,Technology,N/A," Peter Jackson (left) directs a scene in The Lord of the Rings: The Return of the King. His success with the trilogy followed a period of experimentation. Photograph: ReutersView image in fullscreenPeter Jackson (left) directs a scene in The Lord of the Rings: The Return of the King. His success with the trilogy followed a period of experimentation. Photograph: ReutersArtificial intelligence (AI) This article is more than 2 years oldScientists identify key conditions to set up a creative ‘hot streak’This article is more than 2 years oldResearchers use AI to reveal runs of artistic success are commonly preceded by an experimental phaseNicola DavisMon 13 Sep 2021 05.00 EDTLast modified on Wed 19 Oct 2022 10.08 EDTShareWhether it is the director Márta Mészáros or the artist Jackson Pollock, those in creative careers often experience a particular burst of success.Now researchers have used artificial intelligence to reveal such “hot streaks” are commonly preceded by an experimental phase followed by a focus on one particular approach once the winning period has begun.The director Peter Jackson’s career is, perhaps, a prime example: his hugely successful Lord of the Rings trilogy came after an eclectic range of movies such as the sci-fi comedy horror Bad Taste, the puppet film Meet the Feebles and the drama Heavenly Creatures.The new work builds on a previous study by the researchers that suggested many creatives find themselves on a roll at some point in their career, although when exactly this happens appears to be random.“About 90% of people have at least one hot streak” said Prof Dashun Wang of Northwestern University, who led the latest study. But, Wang said, it was important to understand why they happened.“Then we can think about, how do we facilitate an individual to help them break through?” he said. “How do we first create an environment that will help the individual to achieve their full potential?”Writing in the journal Nature Communications, Wang and colleagues report how they sought to investigate whether there was a common pattern behind hot streaks. To do so they looked at metrics of success such as the auction price of art works, IMDb ratings of films and citations of research papers to identify hot streaks for 2,128 artists, including Pollock and Frida Kahlo, 4,337 directors – including Mészáros and Jackson – and 20,040 scientists, including the Nobel laureates John B Fenn and Frances Arnold.They then analysed how diverse the individuals’ work was at different points in their careers. This was assessed using an artificial intelligence system that was trained, in the case of art, to “recognise” different styles by features such as the brush strokes, shapes and objects in a piece, while in the case of film, it was trained to classify a director’s work based on plot and cast information. For science, the system identified different research topics based on the papers cited within a researcher’s publications.The diversity before and during the hot streaks was then compared with the diversity at random points in the careers. The team found that for all three career types, work tended to be more diverse just before a true hot streak than expected from the randomly selected points.However, once success had begun, individuals switched, sticking to a narrower than expected approach. That, the team says, suggests “that individuals become substantially more focused on what they work on, reflecting an exploitation strategy during hot streak”.But the researchers found that neither exploring new approaches nor exploiting one were alone linked to hot streaks. Instead it is the combination that is important.“There’s experimentation, and then there’s implementation based on what you have learned through experimentation,” said Wang.Among other twists, the team found that scientists are more likely to try new things with small teams before a hot streak, but then work with large teams once a hot streak begins.Wang said a key direction for future work is to look at how long an experimentation period tends to be.Pamela Burnard, a professor of arts at the University of Cambridge, who was not involved in the study, welcomed the research.“‘Trying something new’, ‘going for it’ and optimising ‘hot streaks’, are not new in our understanding of creative careers. What is new is the use of AI to study careers,” she said, adding that old models, for education, economies and creative careers were failing.Explore more on these topicsArtificial intelligence (AI)ArtPeter JacksonHilary MantelJackson PollockComputingnewsShareReuse this contentMost viewed‘Some of the most shocking photographs ever taken’ – The Camera Never Lies reviewRepublican convention day three: JD Vance to speak as focus turns to foreign policyJon Stewart on Trump assassination attempt: ‘We dodged a catastrophe’LiveBiden says he’d consider withdrawing from 2024 race if ‘medical condition’ emerges – liveWho is Usha Vance, the Indian American lawyer married to JD Vance?",,,,,,,,,,,,,,
https://news.google.com/rss/articles/CBMifGh0dHBzOi8vd3d3LmJibnRpbWVzLmNvbS90ZWNobm9sb2d5L3dpbGwtYXJ0aWZpY2lhbC1zdXBlcmludGVsbGlnZW5jZS1hc2ktY3JlYXRlLWluZmluaXRlLWVjb25vbWljLWdyb3d0aC1vci1tb3JlLWluZXF1YWxpdHnSAYABaHR0cHM6Ly93d3cuYmJudGltZXMuY29tL3RlY2hub2xvZ3kvd2lsbC1hcnRpZmljaWFsLXN1cGVyaW50ZWxsaWdlbmNlLWFzaS1jcmVhdGUtaW5maW5pdGUtZWNvbm9taWMtZ3Jvd3RoLW9yLW1vcmUtaW5lcXVhbGl0eS9hbXA?oc=5,Will Artificial Superintelligence (ASI) Create Infinite Economic Growth or More Inequality? - BBN Times,2021-09-11,BBN Times,https://www.bbntimes.com,The rise of artificial superintelligence will create more growth and inequality.,Will Artificial Superintelligence (ASI) Create Infinite Economic Growth or More Inequality?,"According to McKinsey, artificial intelligence (AI) may deliver an additional economic output of around $13 trillion by 2030, increasing global GDP by about 1.2 % annually.
",The rise of artificial superintelligence will create more growth and inequality.,,,,,,,,,,,,,,,,N/A,N/A,N/A,,,,,,,,,,,,,,
