URL link,Title,Date
https://news.google.com/rss/articles/CBMiN2h0dHBzOi8vd3d3LnpkbmV0LmNvbS9hcnRpY2xlL2EtbWVzc2FnZS1jYXJ2ZWQtaW4tc3BhbS_SAQA?oc=5,A message carved in spam | ZDNET - ZDNet,2000-12-11
